OID_,Join_Count,TARGET_FID,POINT_X,POINT_Y,省,市,dominant_direction_2020,direction_2020,side_direction_1_2020,side_direction_2_2020,dominant_direction_2010,direction_2010
178,1,191,118.7724432,32.04456662,江苏省,南京市,4,67.5,157.5,-22.5,5,90
