OID_,Join_Count,TARGET_FID,POINT_X,POINT_Y,省,市,direction_,direction,side_direction_1,side_direction_2,POINT_X_5km_1,POINT_Y_5km_1,POINT_X_5km_2,POINT_Y_5km_2
178,1,191,118.7724432,32.04456662,江苏省,南京市,4,67.5,157.5,-22.5,118.7926931,32.00290648,118.7521749,32.08622325
