date,省,省代码,市,市代码,dominant_wind_direction,eastward_wind_speed,northward_wind_speed,angle
2010/6/1,江苏省,320000,南京市,320100,4,-5.369965553,0.383526206,94.08516284
2010/6/2,江苏省,320000,南京市,320100,4,-5.722291946,1.122272491,101.0961765
2010/6/3,江苏省,320000,南京市,320100,3,-5.577066422,-1.662643492,73.39954918
2010/6/4,江苏省,320000,南京市,320100,4,-4.412072659,0.196042664,92.54416343
2010/6/5,江苏省,320000,南京市,320100,5,-4.748286009,1.453070223,107.0151556
2010/6/6,江苏省,320000,南京市,320100,4,-5.331767559,0.229566868,92.46542887
2010/6/7,江苏省,320000,南京市,320100,5,-5.947151184,1.738454878,106.294552
2010/6/8,江苏省,320000,南京市,320100,5,-7.995961189,3.35425806,112.7577588
2010/6/9,江苏省,320000,南京市,320100,5,-6.882274389,2.919631243,112.9878594
2010/6/10,江苏省,320000,南京市,320100,13,3.273671865,-1.782398164,298.5667238
2010/6/11,江苏省,320000,南京市,320100,13,3.057490945,-1.994305909,303.1151555
2010/6/12,江苏省,320000,南京市,320100,1,-1.053562522,-1.913489699,28.83706777
2010/6/13,江苏省,320000,南京市,320100,4,-3.029347062,0.754712313,103.9895161
2010/6/14,江苏省,320000,南京市,320100,2,-0.641605362,0.02512601,92.24262322
2010/6/15,江苏省,320000,南京市,320100,7,-0.73345381,2.505939126,163.6859746
2010/6/16,江苏省,320000,南京市,320100,6,-3.174123526,3.467071176,137.5257188
2010/6/17,江苏省,320000,南京市,320100,6,0.247401834,1.953195751,187.2189353
2010/6/18,江苏省,320000,南京市,320100,10,2.775123477,2.12916404,232.5034191
2010/6/19,江苏省,320000,南京市,320100,1,-1.575730324,-2.281266093,34.633855
2010/6/20,江苏省,320000,南京市,320100,2,-3.717798233,-2.92876935,51.77002619
2010/6/21,江苏省,320000,南京市,320100,5,-2.984845281,1.867463171,122.0320835
2010/6/22,江苏省,320000,南京市,320100,7,0.37637645,1.135677785,198.3357797
2010/6/23,江苏省,320000,南京市,320100,4,-5.153130531,0.312482476,93.47012951
2010/6/24,江苏省,320000,南京市,320100,4,-6.577369213,-0.261565771,87.72268798
2010/6/25,江苏省,320000,南京市,320100,2,-5.326632261,-4.697316647,48.59238339
2010/6/26,江苏省,320000,南京市,320100,4,-3.408123493,0.313531891,95.25615704
2010/6/27,江苏省,320000,南京市,320100,7,-1.411317587,3.168046236,155.9877373
2010/6/28,江苏省,320000,南京市,320100,8,0.012051128,3.707734823,180.1862259
2010/6/29,江苏省,320000,南京市,320100,10,3.216183662,3.416543603,223.2697481
2010/6/30,江苏省,320000,南京市,320100,10,4.911335468,4.107023716,230.0964995
2010/7/1,江苏省,320000,南京市,320100,10,4.480905294,5.743721485,217.9592079
2010/7/2,江苏省,320000,南京市,320100,11,5.455418587,2.116647601,248.7942472
2010/7/3,江苏省,320000,南京市,320100,13,2.211395621,-0.910043776,292.3683731
2010/7/4,江苏省,320000,南京市,320100,13,1.914140224,-0.666775972,289.2053875
2010/7/5,江苏省,320000,南京市,320100,7,0.608238354,1.542258441,201.5233639
2010/7/6,江苏省,320000,南京市,320100,8,0.092103586,1.755774021,183.0028433
2010/7/7,江苏省,320000,南京市,320100,7,-2.080807149,4.188276291,153.5810293
2010/7/8,江苏省,320000,南京市,320100,5,-4.498308659,2.261552215,116.6912432
2010/7/9,江苏省,320000,南京市,320100,4,-5.810388088,1.115229964,100.8650583
2010/7/10,江苏省,320000,南京市,320100,2,0.560888171,-0.870917916,327.2176727
2010/7/11,江苏省,320000,南京市,320100,4,-2.997172475,0.888452977,106.5114236
2010/7/12,江苏省,320000,南京市,320100,4,-0.626365304,1.815423906,160.9643231
2010/7/13,江苏省,320000,南京市,320100,2,-3.72151351,-2.991589069,51.2054671
2010/7/14,江苏省,320000,南京市,320100,3,-5.909729958,-1.515161008,75.6200097
2010/7/15,江苏省,320000,南京市,320100,2,-2.784359813,-2.612520218,46.82371264
2010/7/16,江苏省,320000,南京市,320100,9,2.11879164,4.572236538,204.863184
2010/7/17,江苏省,320000,南京市,320100,8,1.193626553,6.213044882,190.8749461
2010/7/18,江苏省,320000,南京市,320100,7,-0.963174224,3.018168807,162.3007979
2010/7/19,江苏省,320000,南京市,320100,7,-1.827372372,4.871000528,159.43625
2010/7/20,江苏省,320000,南京市,320100,9,2.13988775,3.642026186,210.4365439
2010/7/21,江苏省,320000,南京市,320100,7,-1.074669391,2.560327768,157.2303078
2010/7/22,江苏省,320000,南京市,320100,2,-0.737000778,-1.649397314,24.0765413
2010/7/23,江苏省,320000,南京市,320100,5,-4.170492291,1.116259217,104.9843502
2010/7/24,江苏省,320000,南京市,320100,5,-4.43956995,1.499356091,108.6611382
2010/7/25,江苏省,320000,南京市,320100,5,-5.788192749,3.10913837,118.2425505
2010/7/26,江苏省,320000,南京市,320100,5,-5.993957281,2.408476233,111.8911191
2010/7/27,江苏省,320000,南京市,320100,3,-2.64275229,-0.528190568,78.69757016
2010/7/28,江苏省,320000,南京市,320100,10,1.4063344,1.425441742,224.613404
2010/7/29,江苏省,320000,南京市,320100,7,-0.596933812,2.033503532,163.6404284
2010/7/30,江苏省,320000,南京市,320100,8,0.071143076,4.702314377,180.8667832
2010/7/31,江苏省,320000,南京市,320100,9,3.045118213,5.303662539,209.8624535
2010/8/1,江苏省,320000,南京市,320100,10,3.43443644,3.731036305,222.6297133
2010/8/2,江苏省,320000,南京市,320100,11,2.736637831,1.02790004,249.4134753
2010/8/3,江苏省,320000,南京市,320100,9,1.526404858,3.218523264,205.3729403
2010/8/4,江苏省,320000,南京市,320100,7,-1.13363272,3.553299189,162.3054105
2010/8/5,江苏省,320000,南京市,320100,6,-3.732538104,3.067941785,129.418331
2010/8/6,江苏省,320000,南京市,320100,5,-5.371817112,2.323709249,113.3920616
2010/8/7,江苏省,320000,南京市,320100,6,-5.628940582,4.339543343,127.6298621
2010/8/8,江苏省,320000,南京市,320100,5,-5.171175718,4.011156082,127.7998688
2010/8/9,江苏省,320000,南京市,320100,5,-4.104693651,1.532251775,110.4702313
2010/8/10,江苏省,320000,南京市,320100,3,-2.40630579,-1.161579847,64.2323141
2010/8/11,江苏省,320000,南京市,320100,8,0.614304453,3.195042133,190.8833355
2010/8/12,江苏省,320000,南京市,320100,10,4.454306126,5.00236845,221.6831288
2010/8/13,江苏省,320000,南京市,320100,9,3.273508906,5.621884108,210.2113739
2010/8/14,江苏省,320000,南京市,320100,10,4.56208396,2.596876502,240.350156
2010/8/15,江苏省,320000,南京市,320100,15,0.223704228,-2.296589255,354.4365324
2010/8/16,江苏省,320000,南京市,320100,1,-1.161233783,-1.832792163,32.35782656
2010/8/17,江苏省,320000,南京市,320100,5,-1.67515558,0.725041747,113.4039523
2010/8/18,江苏省,320000,南京市,320100,7,-1.626848578,4.125931501,158.480757
2010/8/19,江苏省,320000,南京市,320100,7,-0.836972833,4.981544018,170.4625428
2010/8/20,江苏省,320000,南京市,320100,7,-2.165672958,5.199799061,157.3886793
2010/8/21,江苏省,320000,南京市,320100,6,-3.216246009,4.951627016,146.9949394
2010/8/22,江苏省,320000,南京市,320100,6,-1.405286878,2.418110013,149.8369475
2010/8/23,江苏省,320000,南京市,320100,2,-2.883831739,-3.154389143,42.4344371
2010/8/24,江苏省,320000,南京市,320100,16,0.137606667,-2.698308825,357.0805948
2010/8/25,江苏省,320000,南京市,320100,,-0.327285085,-3.499155045,5.34347747
2010/8/26,江苏省,320000,南京市,320100,14,2.892361641,-2.072321177,305.6208656
2010/8/27,江苏省,320000,南京市,320100,15,1.419675946,-4.471468687,342.3855355
2010/8/28,江苏省,320000,南京市,320100,14,3.813916683,-2.600272179,304.2855893
2010/8/29,江苏省,320000,南京市,320100,3,-1.655635178,-0.604043111,69.95597204
2010/8/30,江苏省,320000,南京市,320100,3,-4.16379261,-1.666526556,68.1866162
2010/8/31,江苏省,320000,南京市,320100,3,-4.318062782,-2.499693513,59.93377819
