FID,BH_2010,BH_2020,MODIS_2010,MODIS_2020,city_name,buffer_id,distance,predict_2010,residual_2010,predict_2020,residual_2020
8410,0.0,0.0,20.41050734,19.26422933,七台河市,3,-27,20.41050734,0.0,19.26422933,0.0
8411,0.0,0.0,20.54021745,19.40760882,七台河市,2,-28,20.54021745,0.0,19.40760882,0.0
8412,0.0,0.00809426,20.66051784,19.51224437,七台河市,1,-29,20.66051784,0.0,19.51224437,0.0
8413,0.0,0.016322411,20.75879438,19.61716087,七台河市,0,-30,20.75879438,0.0,19.61716087,0.0
6023,0.0,0.0,28.20660553,28.83001674,万宁市,60,30,27.82024005865769,0.38636547134231236,28.147281073966482,0.6827356660335191
6024,0.0,0.0,28.16052399,28.7624011,万宁市,59,29,27.82024005865769,0.34028393134231294,28.147281073966482,0.6151200260335195
6025,0.0,0.0,28.11668277,28.69210736,万宁市,58,28,27.82024005865769,0.29644271134231204,28.147281073966482,0.5448262860335191
6026,0.0,0.0,28.13156555,28.70343445,万宁市,57,27,27.82024005865769,0.3113254913423127,28.147281073966482,0.5561533760335173
6027,0.0,0.0,28.12373938,28.67717371,万宁市,56,26,27.82024005865769,0.3034993213423114,28.147281073966482,0.5298926360335194
6028,0.0,0.0,28.0911232,28.58686574,万宁市,55,25,27.82024005865769,0.27088314134230984,28.147281073966482,0.4395846660335181
6029,0.0,0.0,28.02608679,28.45626086,万宁市,54,24,27.82024005865769,0.20584673134231224,28.147281073966482,0.30897978603351817
6030,0.0,0.0,27.98659406,28.29435832,万宁市,53,23,27.82024005865769,0.16635400134231304,28.147281073966482,0.14707724603351835
6031,0.0,0.0,27.94343262,28.22712873,万宁市,52,22,27.82024005865769,0.12319256134231082,28.147281073966482,0.07984765603351818
6032,0.0,0.0,27.96726555,28.26985791,万宁市,51,21,27.82024005865769,0.1470254913423119,28.147281073966482,0.12257683603351666
6033,0.0,0.0,27.99433835,28.32400373,万宁市,50,20,27.82024005865769,0.17409829134231103,28.147281073966482,0.1767226560335189
6034,0.0,0.0,28.05720075,28.43876813,万宁市,49,19,27.82024005865769,0.23696069134231124,28.147281073966482,0.29148705603351743
6035,0.0,0.086278028,28.13170268,28.61548907,万宁市,48,18,27.82024005865769,0.3114626213423115,28.18600612029522,0.4294829497047772
6036,0.0,0.148070248,28.18008853,28.7229248,万宁市,47,17,27.82024005865769,0.35984847134231046,28.21303200205639,0.5098927979436105
6037,0.0,0.448446739,28.23539111,28.7876521,万宁市,46,16,27.82024005865769,0.4151510513423098,28.336193501201684,0.4514585987983146
6038,0.013643068,0.977969623,28.26562003,28.82846216,万宁市,45,15,27.85752818424677,0.4080918457532299,28.521867450353174,0.3065947096468271
6039,0.015527133,1.26157415,28.29113049,28.84795654,万宁市,44,14,27.862567878701984,0.4285626112980161,28.60594849595282,0.24200804404717857
6040,0.01553122,1.360639507,28.30647659,28.84642207,万宁市,43,13,27.86257878234475,0.44389780765524733,28.632946254874607,0.21347581512539193
6041,0.012859703,1.244683575,28.32486407,28.84501813,万宁市,42,12,27.855424976862874,0.46943909313712595,28.601225139370186,0.24379299062981374
6042,0.0,0.962869029,28.33498036,28.83789506,万宁市,41,11,27.82024005865769,0.5147403013423109,28.517100307397147,0.32079475260285406
6043,0.0,0.910110544,28.34678098,28.83110375,万宁市,40,10,27.82024005865769,0.5265409213423098,28.50020892603818,0.33089482396182035
6044,0.0,0.978850736,28.35534778,28.82282617,万宁市,39,9,27.82024005865769,0.5351077213423103,28.5221446873582,0.3006814826417994
6045,0.0,1.341190588,28.37130432,28.83186963,万宁市,38,8,27.82024005865769,0.5510642613423116,28.627740358284914,0.204129271715086
6046,0.0,1.718915425,28.39113711,28.84970738,万宁市,37,7,27.82024005865769,0.5708970513423104,28.720868556667632,0.1288388233323694
6047,0.0,2.150651011,28.42139338,28.86773723,万宁市,36,6,27.82024005865769,0.6011533213423128,28.807934603850207,0.059802626149792815
6048,0.0,2.513908223,28.4472374,28.87513593,万宁市,35,5,27.82024005865769,0.6269973413423102,28.86667698676274,0.008458943237258154
6049,0.0,3.09962878,28.47104358,28.88521729,万宁市,34,4,27.82024005865769,0.6508035213423113,28.936856522828034,-0.051639232828033954
6050,0.004213853,3.562742302,28.48750013,28.88423907,万宁市,33,3,27.831906883078393,0.6555932469216081,28.973939903325896,-0.08970083332589596
6051,0.050803689,4.309514307,28.50575708,28.90466987,万宁市,32,2,27.95214728332713,0.5536097966728697,29.006683520471384,-0.10201365047138466
6052,0.223575307,5.762959887,28.53113074,28.92843469,万宁市,31,1,28.27479521705224,0.25633552294775797,29.012369295015045,-0.08393460501504535
6053,0.420578473,6.386443385,28.54510886,28.96590909,万宁市,30,0,28.54510886,0.0,28.96590909,0.0
6054,0.552739726,6.923037896,28.54655813,29.00289853,万宁市,29,-1,28.54655813,0.0,29.00289853,0.0
6055,0.604175453,7.27217136,28.5379528,29.03183899,万宁市,28,-2,28.5379528,0.0,29.03183899,0.0
6056,0.515309618,6.303478622,28.49171181,29.02789866,万宁市,27,-3,28.49171181,0.0,29.02789866,0.0
6057,0.224493021,4.604533044,28.42528167,28.98111923,万宁市,26,-4,28.42528167,0.0,28.98111923,0.0
6058,0.028676858,3.180604254,28.37133141,28.95711072,万宁市,25,-5,28.37133141,0.0,28.95711072,0.0
6059,0.016339869,2.696304536,28.28290516,28.87697657,万宁市,24,-6,28.28290516,0.0,28.87697657,0.0
6060,0.067945812,2.419774291,28.28152173,28.89582629,万宁市,23,-7,28.28152173,0.0,28.89582629,0.0
6061,0.140779768,2.433860558,28.26725553,28.90013606,万宁市,22,-8,28.26725553,0.0,28.90013606,0.0
6062,0.1509961,2.611837256,28.29895846,28.94202919,万宁市,21,-9,28.29895846,0.0,28.94202919,0.0
6063,0.155809906,2.487935959,28.25914866,28.91159439,万宁市,20,-10,28.25914866,0.0,28.91159439,0.0
6064,0.165322793,2.463928318,28.22443304,28.87131387,万宁市,19,-11,28.22443304,0.0,28.87131387,0.0
6065,0.234317343,2.111146405,28.05631481,28.68995855,万宁市,18,-12,28.05631481,0.0,28.68995855,0.0
6066,0.171326089,1.480831859,27.94547106,28.57798932,万宁市,17,-13,27.94547106,0.0,28.57798932,0.0
6067,0.101613584,0.729607349,27.79717377,28.40380463,万宁市,16,-14,27.79717377,0.0,28.40380463,0.0
6068,0.064051874,0.217645133,27.7133152,28.31820679,万宁市,15,-15,27.7133152,0.0,28.31820679,0.0
6069,0.030908803,0.183778812,27.62246399,28.21784439,万宁市,14,-16,27.62246399,0.0,28.21784439,0.0
6070,0.004114575,0.139143842,27.69798148,28.30947266,万宁市,13,-17,27.69798148,0.0,28.30947266,0.0
6071,0.0,0.096851292,27.48115946,28.08514608,万宁市,12,-18,27.48115946,0.0,28.08514608,0.0
6072,0.0,0.033227513,26.58695679,27.11630554,万宁市,11,-19,26.58695679,0.0,27.11630554,0.0
5926,0.0,0.0,27.28925582,27.2830685,三亚市,60,30,28.019515182638894,-0.7302593626388934,28.51915188317914,-1.2360833831791425
5927,0.0,0.0,27.23718287,27.24107793,三亚市,59,29,28.019515182638894,-0.7823323126388928,28.51915188317914,-1.2780739531791419
5928,0.0,0.0,27.19524447,27.19556173,三亚市,58,28,28.019515182638894,-0.8242707126388957,28.51915188317914,-1.3235901531791399
5929,0.0,0.0,27.14678434,27.1694294,三亚市,57,27,28.019515182638894,-0.8727308426388944,28.51915188317914,-1.3497224831791428
5930,0.0,0.0,27.16062261,27.20400224,三亚市,56,26,28.019515182638894,-0.8588925726388936,28.51915188317914,-1.31514964317914
5931,0.0,0.0,27.159375,27.23088786,三亚市,55,25,28.019515182638894,-0.8601401826388937,28.51915188317914,-1.288264023179142
5932,0.0,0.0,27.10928075,27.20367913,三亚市,54,24,28.019515182638894,-0.9102344326388945,28.51915188317914,-1.3154727531791401
5933,0.0,0.0,27.11349614,27.2279438,三亚市,53,23,28.019515182638894,-0.9060190426388957,28.51915188317914,-1.2912080831791428
5934,0.0,0.0,27.0719061,27.21567723,三亚市,52,22,28.019515182638894,-0.9476090826388948,28.51915188317914,-1.3034746531791406
5935,0.0,0.0,27.0423042,27.19356506,三亚市,51,21,28.019515182638894,-0.9772109826388942,28.51915188317914,-1.3255868231791403
5936,0.0,0.0,27.04839292,27.20500913,三亚市,50,20,28.019515182638894,-0.9711222626388931,28.51915188317914,-1.3141427531791408
5937,0.0,0.0,26.99017194,27.14461021,三亚市,49,19,28.019515182638894,-1.0293432426388947,28.51915188317914,-1.3745416731791416
5938,0.0,0.0,27.04091296,27.19852148,三亚市,48,18,28.019515182638894,-0.9786022226388944,28.51915188317914,-1.3206304031791412
5939,0.007349831,0.0,27.13722814,27.34646721,三亚市,47,17,28.015931542388703,-0.8787034023887017,28.51915188317914,-1.1726846731791412
5940,0.047581285,0.0,27.2191053,27.50693958,三亚市,46,16,28.016354806859685,-0.7972495068596857,28.51915188317914,-1.0122123031791403
5941,0.119904963,0.040262649,27.35543481,27.71973901,三亚市,45,15,28.00696841521315,-0.6515336052131531,28.532853312632,-0.8131143026319982
5942,0.120207309,0.331430018,27.54900752,28.03719283,三亚市,44,14,28.006659683879278,-0.45765216387927765,28.61180017067047,-0.5746073406704717
5943,0.122038917,0.819224202,27.69927521,28.25235507,三亚市,43,13,28.004712990373992,-0.3054377803739925,28.676767251342497,-0.4244121813424968
5944,0.080708245,1.792659162,27.82958414,28.43497168,三亚市,42,12,28.02298055497059,-0.19339641497058935,28.650589320027333,-0.2156176400273324
5945,0.296970017,3.078033512,27.94705594,28.54741859,三亚市,41,11,26.679424851088687,1.2676310889113118,28.605346332606988,-0.05792774260698863
5946,0.649505788,5.20695031,28.06503601,28.64008153,三亚市,40,10,7.540609620335622,20.524426389664377,29.733068317753446,-1.0929867877534463
5947,0.992650169,7.223171337,28.15806147,28.72998187,三亚市,39,9,-52.53507174390669,80.69313321390669,33.93336503407552,-5.203383164075522
5948,1.078749736,7.280403172,28.22425617,28.78358122,三亚市,38,8,-76.84841858935296,105.07267475935296,34.11629091707997,-5.332709697079974
5949,1.030769231,6.630715453,28.27862311,28.82675103,三亚市,37,7,-62.77399804557591,91.0526211555759,32.26747675027646,-3.4407257202764576
5950,0.956519439,5.553381299,28.31976291,28.84160073,三亚市,36,6,-43.568796322135306,71.88855923213531,30.18277509005499,-1.341174360054989
5951,0.84505105,4.155212016,28.31820679,28.84171181,三亚市,35,5,-20.13763578215961,48.45584257215961,28.88532579244934,-0.04361398244934023
5952,0.44437401,2.380351924,28.23304382,28.73043457,三亚市,34,4,22.30710374778812,5.92594007221188,28.606737506754804,0.1236970632451957
5953,0.171022006,0.726962167,28.16413066,28.64130351,三亚市,33,3,27.89156591024825,0.2725647497517514,28.66997614859797,-0.0286726385979712
5954,0.094794752,1.301268588,27.96521759,28.63695679,三亚市,29,-1,27.96521759,0.0,28.63695679,0.0
5955,0.151885346,2.44253174,27.9302536,28.58840586,三亚市,28,-2,27.9302536,0.0,28.58840586,0.0
5956,0.14907917,2.41900276,27.94130423,28.57468959,三亚市,27,-3,27.94130423,0.0,28.57468959,0.0
5957,0.135928492,2.274934258,28.02246348,28.65634054,三亚市,26,-4,28.02246348,0.0,28.65634054,0.0
5958,0.133679086,2.054834827,28.02246348,28.65634054,三亚市,25,-5,28.02246348,0.0,28.65634054,0.0
5959,0.072584912,1.352491268,28.03940201,28.6782608,三亚市,24,-6,28.03940201,0.0,28.6782608,0.0
5960,0.020782655,0.303764268,28.03224589,28.65217387,三亚市,23,-7,28.03224589,0.0,28.65217387,0.0
5961,0.0,0.0,28.00760803,28.49239197,三亚市,22,-8,28.00760803,0.0,28.49239197,0.0
1585,0.0,0.0,26.17417389,27.4713916,三明市,60,30,24.81268598176549,1.3614879082345084,25.08406668218207,2.3873249178179314
1586,0.0,0.0,26.13720732,27.43269254,三明市,59,29,24.81268598176549,1.3245213382345113,25.08406668218207,2.3486258578179324
1587,0.0,0.0,26.18132047,27.46968621,三明市,58,28,24.81268598176549,1.368634488234509,25.08406668218207,2.38561952781793
1588,0.0,0.0,26.17675576,27.45413901,三明市,57,27,24.81268598176549,1.3640697782345086,25.08406668218207,2.3700723278179296
1589,0.0,0.0,26.24544302,27.50296842,三明市,56,26,24.81268598176549,1.4327570382345094,25.08406668218207,2.4189017378179294
1590,0.0,0.0,26.37047815,27.60717419,三明市,55,25,24.81268598176549,1.55779216823451,25.08406668218207,2.5231075078179295
1591,0.0,0.0,26.31525902,27.56417248,三明市,54,24,24.81268598176549,1.5025730382345088,25.08406668218207,2.480105797817931
1592,0.0,0.0,26.28152155,27.51939148,三明市,53,23,24.81268598176549,1.4688355682345104,25.08406668218207,2.4353247978179304
1593,0.0,0.0,26.18666364,27.42926436,三明市,52,22,24.81268598176549,1.3739776582345087,25.08406668218207,2.345197677817932
1594,0.0,0.0,26.0606681,27.31880041,三明市,51,21,24.81268598176549,1.2479821182345106,25.08406668218207,2.2347337278179324
1595,0.0,0.039855898,26.03444807,27.29841144,三明市,50,20,24.81268598176549,1.2217620882345095,25.26364261422665,2.034768825773348
1596,0.0,0.040091175,26.0671648,27.32459246,三明市,49,19,24.81268598176549,1.2544788182345101,25.264682152995647,2.0599103070043547
1597,0.0,0.120148113,26.03666388,27.29878763,三明市,48,18,24.81268598176549,1.2239778982345086,25.60466077999827,1.6941268500017301
1598,0.0,0.113858375,26.02413049,27.28478271,三明市,47,17,24.81268598176549,1.2114445082345107,25.578930859639947,1.7058518503600553
1599,0.0,0.132884466,25.86124584,27.13850344,三明市,46,16,24.81268598176549,1.0485598582345084,25.656257422214,1.4822460177860002
1600,0.0,0.115251139,25.66284225,26.94637689,三明市,45,15,24.81268598176549,0.8501562682345103,25.584642598667934,1.3617342913320662
1601,0.0,0.053732186,25.48482611,26.79469568,三明市,44,14,24.81268598176549,0.6721401282345099,25.32454433108477,1.4701513489152305
1602,0.0,0.035543101,25.34388593,26.66557973,三明市,43,13,24.81268598176549,0.5311999482345087,25.244544648226434,1.4210350817735673
1603,0.0,0.053249349,25.38867076,26.69941465,三明市,42,12,24.81268598176549,0.5759847782345098,25.322439141731635,1.376975508268366
1604,0.0,0.033354974,25.49009217,26.78101994,三明市,41,11,24.81268598176549,0.6774061882345102,25.23482433350924,1.546195606490759
1605,0.0,0.093809132,25.79409959,27.03354034,三明市,40,10,24.81268598176549,0.981413608234508,25.495806781024,1.5377335589759973
1606,0.0,0.104896871,26.01992781,27.23969399,三明市,39,9,24.81268598176549,1.2072418282345083,25.541985300363596,1.6977086896364035
1607,0.0,0.10502057,26.26352209,27.45713037,三明市,38,8,24.81268598176549,1.4508361082345083,25.542497567089352,1.9146328029106492
1608,0.0,0.105268846,26.31100553,27.49542592,三明市,37,7,24.81268598176549,1.4983195482345089,25.543525542556505,1.9519003774434935
1609,0.0,0.026497437,26.28248326,27.46492486,三明市,36,6,24.81268598176549,1.469797278234509,25.204226386700505,2.2606984732994952
1610,0.0,0.026497437,26.23925582,27.41994148,三明市,35,5,24.81268598176549,1.42656983823451,25.204226386700505,2.215715093299494
1611,0.0,0.0,26.20096628,27.38840569,三明市,34,4,24.81268598176549,1.388280298234509,25.08406668218207,2.30433900781793
1612,0.018782157,0.151282854,26.21405291,27.3954192,三明市,33,3,25.365725560349627,0.848327349650372,25.729605011343594,1.6658141886564053
1613,0.099510441,0.843336122,26.28186975,27.44821753,三明市,32,2,27.15292282018998,-0.8710530701899799,27.585215641046748,-0.13699811104674708
1614,0.444960775,2.361041807,26.40212886,27.55584259,三明市,31,1,27.62789182686711,-1.2257629668671086,27.914216463717164,-0.3583738737171629
1615,0.590781844,3.137883434,26.54143008,27.68319444,三明市,30,0,26.54143008,0.0,27.68319444,0.0
1616,0.55626656,2.976318497,26.59456529,27.73758392,三明市,29,-1,26.59456529,0.0,27.73758392,0.0
1617,0.529693821,2.822770819,26.6489131,27.78453217,三明市,28,-2,26.6489131,0.0,27.78453217,0.0
1618,0.623131157,2.593236956,26.72073576,27.85083642,三明市,27,-3,26.72073576,0.0,27.85083642,0.0
1619,0.590818164,2.185307488,26.78274447,27.91376826,三明市,26,-4,26.78274447,0.0,27.91376826,0.0
1620,0.54301129,1.900076752,26.79598659,27.91066061,三明市,25,-5,26.79598659,0.0,27.91066061,0.0
1621,0.510844578,1.657568791,26.83641299,27.95008357,三明市,24,-6,26.83641299,0.0,27.95008357,0.0
1622,0.565221739,1.839104064,26.84804346,27.95743469,三明市,23,-7,26.84804346,0.0,27.95743469,0.0
1623,0.696680332,2.264273257,26.83645466,27.9447322,三明市,22,-8,26.83645466,0.0,27.9447322,0.0
1624,0.77382916,2.548046145,26.82273877,27.93573877,三明市,21,-9,26.82273877,0.0,27.93573877,0.0
1625,0.848446956,2.523452626,26.85896695,27.95919342,三明市,20,-10,26.85896695,0.0,27.95919342,0.0
1626,0.81475,2.435089597,26.92424715,28.0230349,三明市,19,-11,26.92424715,0.0,28.0230349,0.0
1627,0.826698009,2.504647589,26.96906327,28.06270881,三明市,18,-12,26.96906327,0.0,28.06270881,0.0
1628,0.671017102,2.174529236,26.99900335,28.07939301,三明市,17,-13,26.99900335,0.0,28.07939301,0.0
1629,0.438078559,1.925734537,26.96935613,28.02742462,三明市,16,-14,26.96935613,0.0,28.02742462,0.0
1630,0.062456211,1.275128129,26.93917236,27.99147151,三明市,15,-15,26.93917236,0.0,27.99147151,0.0
1631,0.031306261,1.034716379,26.86367772,27.92721926,三明市,14,-16,26.86367772,0.0,27.92721926,0.0
1632,0.028114057,1.104186306,26.72186479,27.81367058,三明市,13,-17,26.72186479,0.0,27.81367058,0.0
1633,0.002502252,0.917079143,26.53526129,27.66508716,三明市,12,-18,26.53526129,0.0,27.66508716,0.0
1634,0.00155031,0.541197586,26.2277829,27.38213055,三明市,11,-19,26.2277829,0.0,27.38213055,0.0
1635,0.0,0.1852435,25.76818578,26.91438135,三明市,10,-20,25.76818578,0.0,26.91438135,0.0
1636,0.0,0.169604374,25.43086975,26.60356519,三明市,9,-21,25.43086975,0.0,26.60356519,0.0
1637,0.0,0.054155783,24.63048,25.76630427,三明市,8,-22,24.63048,0.0,25.76630427,0.0
1638,0.0,0.026459348,24.23507532,25.37265883,三明市,7,-23,24.23507532,0.0,25.37265883,0.0
1639,0.0,0.0,23.82960876,24.94291302,三明市,6,-24,23.82960876,0.0,24.94291302,0.0
1640,0.0,0.017241289,23.82495833,24.92048481,三明市,5,-25,23.82495833,0.0,24.92048481,0.0
1641,0.0,0.034245821,23.92123753,25.05075243,三明市,4,-26,23.92123753,0.0,25.05075243,0.0
1642,0.0,0.093931279,24.07852173,25.20347833,三明市,3,-27,24.07852173,0.0,25.20347833,0.0
1643,0.0,0.130681641,24.59247815,25.72765222,三明市,2,-28,24.59247815,0.0,25.72765222,0.0
1644,0.0,0.139438374,24.41622056,25.50865385,三明市,1,-29,24.41622056,0.0,25.50865385,0.0
1645,0.0,0.090473374,24.54060864,25.64534778,三明市,0,-30,24.54060864,0.0,25.64534778,0.0
7450,0.017255622,1.056730233,25.37791149,24.84211949,三门峡市,60,30,24.425379756406322,0.9525317335936769,23.42374594084165,1.4183735491583533
7451,0.01431324,0.803302457,25.43658174,24.88868061,三门峡市,59,29,24.453483547279472,0.9830981927205293,22.952992059337735,1.9356885506622667
7452,0.00096348,0.792782322,25.48621897,24.91875005,三门峡市,58,28,24.595730903170434,0.8904880668295654,22.92987860866997,1.98887144133003
7453,0.001468159,0.530050103,25.51999217,24.93117251,三门峡市,57,27,24.58990353556445,0.930088634435549,22.249810637359566,2.6813618726404336
7454,0.001468429,0.355100834,25.56086952,24.93988021,三门峡市,56,26,24.589900427599797,0.9709690924002032,21.677778452679338,3.2621017573206608
7455,0.001468631,0.470600353,25.5923136,24.94111034,三门峡市,55,25,24.58989810238854,1.0024154976114623,22.066728420928825,2.874381919071176
7456,0.001467957,0.506005096,25.57342566,24.9120315,三门峡市,54,24,24.58990586078918,0.9835197992108213,22.177126808973295,2.7349046910267063
7457,0.000183511,0.44590691,25.56816755,24.90570657,三门峡市,53,23,24.60480793168717,0.963359618312829,21.987314827983017,2.9183917420169827
7458,0.0,0.533495759,25.57050208,24.92327586,三门峡市,52,22,24.606956124506908,0.9635459554930925,22.260075965845616,2.663199894154385
7459,0.001284816,0.769483984,25.55213628,24.92331322,三门峡市,51,21,24.592016372236593,0.9601199077634064,22.877614341428668,2.045698878571333
