city_name,year,R,R的平方,p值,RMSE,样本数量
德阳市,2020,0.9241,0.854,8.529300e-13,0.0308,29.0
忻州市,2010,0.8944,0.7999,1.200600e-11,0.7093,31.0
忻州市,2020,0.9005,0.8108,2.895100e-11,0.6503,29.0
怀化市,2010,0.9238,0.8533,9.121000e-13,0.128,29.0
怀化市,2020,0.9789,0.9582,7.564200e-21,0.0785,30.0
怒江傈僳族自治州,2010,0.6709,0.4501,4.965100e-05,1.2807,30.0
怒江傈僳族自治州,2020,0.7937,0.63,9.964500e-08,1.0605,31.0
恩施土家族苗族自治州,2010,0.5377,0.2892,2.178500e-03,0.9274,30.0
恩施土家族苗族自治州,2020,0.9143,0.8359,1.665500e-12,0.4411,30.0
惠州市,2010,0.9646,0.9304,9.659600e-18,0.0711,30.0
惠州市,2020,0.9522,0.9068,5.864800e-16,0.1331,30.0
成都市,2010,0.8553,0.7315,3.438600e-09,0.0453,29.0
成都市,2020,0.9748,0.9503,3.908700e-19,0.0448,29.0
扬州市,2010,0.9711,0.943,1.370800e-19,0.0273,31.0
扬州市,2020,0.9983,0.9966,3.443800e-36,0.0067,30.0
承德市,2010,0.5652,0.3194,1.399900e-03,0.4019,29.0
承德市,2020,0.8912,0.7942,9.127200e-11,0.2439,29.0
抚州市,2010,0.9038,0.8168,3.305200e-12,0.0769,31.0
抚州市,2020,0.9924,0.9848,4.461300e-26,0.0171,29.0
抚顺市,2010,0.9069,0.8225,2.083200e-12,0.1789,31.0
抚顺市,2020,0.9649,0.931,8.529400e-18,0.1281,30.0
拉萨市,2010,0.3651,0.1333,4.730300e-02,0.1356,30.0
拉萨市,2020,0.5946,0.3536,6.693100e-04,0.1154,29.0
揭阳市,2010,0.9663,0.9338,1.203500e-18,0.0758,31.0
揭阳市,2020,0.9759,0.9524,2.186700e-19,0.0836,29.0
攀枝花市,2010,0.898,0.8065,7.380400e-12,0.3993,31.0
攀枝花市,2020,0.9699,0.9408,4.195300e-18,0.2247,29.0
文山壮族苗族自治州,2010,0.7618,0.5803,1.008500e-06,0.3198,30.0
文山壮族苗族自治州,2020,0.8751,0.7658,1.198300e-10,0.2213,31.0
文昌市,2010,0.7426,0.5515,4.942100e-05,0.0723,23.0
文昌市,2020,0.6766,0.4578,3.924000e-04,0.038,23.0
新乡市,2010,0.9619,0.9252,9.972700e-17,0.0225,29.0
新乡市,2020,0.9841,0.9684,2.793600e-20,0.0187,27.0
新余市,2010,0.8581,0.7363,1.354500e-09,0.1342,30.0
新余市,2020,0.8893,0.7908,5.113100e-11,0.1746,30.0
新星市,2010,0.1501,0.0225,4.202200e-01,1.0077,31.0
新星市,2020,0.875,0.7656,5.373600e-10,0.4543,29.0
无锡市,2010,0.9966,0.9931,7.902900e-32,0.0217,30.0
无锡市,2020,0.9883,0.9768,1.941400e-24,0.0268,30.0
日喀则市,2010,,0.0,nan,0.8773,31.0
日喀则市,2020,0.4527,0.2049,1.056000e-02,0.8248,31.0
日照市,2010,0.9776,0.9558,4.247300e-08,0.0505,12.0
日照市,2020,0.9888,0.9778,1.352600e-09,0.0272,12.0
昆明市,2010,0.8673,0.7522,1.145500e-09,0.3492,29.0
昆明市,2020,0.8661,0.7501,1.286900e-09,0.3173,29.0
昆玉市,2010,0.6368,0.4056,2.035900e-04,0.3477,29.0
昆玉市,2020,0.8817,0.7774,2.660500e-10,0.2774,29.0
昌吉回族自治州,2010,0.9782,0.9569,1.146700e-20,0.0436,30.0
昌吉回族自治州,2020,0.9906,0.9813,1.280600e-26,0.0359,31.0
昌江黎族自治县,2010,0.5605,0.3141,1.565100e-03,0.6765,29.0
昌江黎族自治县,2020,0.6744,0.4548,6.027700e-05,0.655,29.0
昌都市,2010,,-0.0,nan,2.7925,31.0
昌都市,2020,,0.0,nan,2.8172,31.0
昭通市,2010,0.2608,0.068,1.800400e-01,0.1656,28.0
昭通市,2020,0.6575,0.4323,1.435500e-04,0.1975,28.0
晋中市,2010,0.8631,0.745,1.697100e-09,0.179,29.0
晋中市,2020,0.9758,0.9522,4.926500e-20,0.0987,30.0
晋城市,2010,0.5592,0.3127,1.315800e-03,0.3356,30.0
晋城市,2020,0.6499,0.4224,1.016000e-04,0.342,30.0
普洱市,2010,0.6391,0.4084,1.089700e-04,0.2655,31.0
普洱市,2020,0.666,0.4435,4.332100e-05,0.1925,31.0
景德镇市,2010,0.593,0.3516,4.392800e-04,0.2399,31.0
景德镇市,2020,0.9539,0.9099,3.648800e-16,0.1121,30.0
曲靖市,2010,0.7066,0.4993,8.870800e-06,0.4867,31.0
曲靖市,2020,0.8264,0.6829,1.027500e-08,0.4277,31.0
朔州市,2010,0.4037,0.163,2.988300e-02,0.7098,29.0
朔州市,2020,0.5979,0.3574,6.145700e-04,0.6119,29.0
朝阳市,2010,0.8038,0.6461,5.167800e-08,0.2099,31.0
朝阳市,2020,0.9885,0.977,2.541400e-25,0.0781,31.0
本溪市,2010,0.8472,0.7178,1.846400e-09,0.2908,31.0
本溪市,2020,0.9619,0.9252,9.951900e-17,0.1853,29.0
来宾市,2010,0.9002,0.8103,3.005100e-11,0.036,29.0
来宾市,2020,0.6663,0.444,7.939300e-05,0.0295,29.0
杭州市,2010,0.6946,0.4825,2.056300e-05,0.1727,30.0
杭州市,2020,0.9656,0.9324,2.522600e-17,0.0611,29.0
松原市,2010,0.8197,0.6718,1.698700e-08,0.1876,31.0
松原市,2020,0.7649,0.5851,5.425100e-07,0.185,31.0
林芝市,2010,0.277,0.0767,1.313600e-01,0.9001,31.0
林芝市,2020,,0.0,nan,0.8897,31.0
果洛藏族自治州,2010,,-0.0,nan,0.3973,31.0
果洛藏族自治州,2020,,-0.0,nan,0.6366,31.0
枣庄市,2010,0.991,0.982,5.467200e-26,0.0199,30.0
枣庄市,2020,0.9963,0.9926,2.869000e-30,0.018,29.0
柳州市,2010,0.9452,0.8934,1.241200e-15,0.061,31.0
柳州市,2020,0.9628,0.927,1.873600e-17,0.0572,30.0
株洲市,2010,0.6357,0.4041,1.217600e-04,0.0502,31.0
株洲市,2020,0.9406,0.8847,3.889300e-15,0.0556,31.0
桂林市,2010,0.264,0.0697,1.513100e-01,0.1179,31.0
桂林市,2020,0.2455,0.0603,1.830700e-01,0.1145,31.0
梅州市,2010,0.8245,0.6798,6.871900e-08,0.2212,28.0
梅州市,2020,0.7537,0.568,2.361200e-06,0.3225,29.0
梧州市,2010,0.8899,0.792,1.054100e-10,0.0419,29.0
梧州市,2020,0.9456,0.8942,3.455700e-15,0.0204,30.0
楚雄彝族自治州,2010,0.2477,0.0613,1.870000e-01,0.3359,30.0
楚雄彝族自治州,2020,0.5477,0.3,1.730600e-03,0.2984,30.0
榆林市,2010,0.5359,0.2872,2.733100e-03,0.0787,29.0
榆林市,2020,0.7933,0.6293,2.855500e-07,0.0821,29.0
武威市,2010,0.6105,0.3727,3.400700e-04,0.1208,30.0
武威市,2020,0.8094,0.6551,1.058600e-07,0.1227,29.0
武汉市,2010,0.8583,0.7368,2.620100e-09,0.0642,29.0
武汉市,2020,0.7479,0.5594,3.103900e-06,0.0451,29.0
毕节市,2010,0.1526,0.0233,4.124600e-01,0.5489,31.0
毕节市,2020,0.8859,0.7849,1.669000e-10,0.3112,29.0
永州市,2010,0.3949,0.1559,2.791500e-02,0.0873,31.0
永州市,2020,0.8869,0.7866,1.497800e-10,0.0435,29.0
汉中市,2010,0.9542,0.9106,3.780500e-15,0.0497,28.0
汉中市,2020,0.9872,0.9746,7.007300e-24,0.0469,30.0
汕头市,2010,0.8709,0.7585,8.056100e-10,0.1169,29.0
