city_name,BH_2010,BH_2020,range_2010_center,temp_2010_center,range_2020_center,temp_2020_center,range_2010_strip1,temp_2010_strip1,range_2020_strip1,temp_2020_strip1,range_2010_strip2,temp_2010_strip2,range_2020_strip2,temp_2020_strip2,union_lst_difference_km,uha_range_interval_2010,uha_range_2010,temp_2010,uha_range_interval_2020,uha_range_2020,temp_2020
南京市,15.63185799,22.74622866,0.0~0.0; 1.4~30.0,0.1487398215612485,0.1~30.0,0.27003099246849743,0.0~0.0; 1.3~30.0,0.11830069952985406,11.34~30.0,0.13731700214192366,0.1~0.6; 4.01~30.0,0.15378199223437658,0.0~30.0,0.10332627916658722,1.0~30.0,1.3~30.0,28.7,0.14027417110849305,1.0~30.0,29.0,0.17022475792566946
