city,AVG_UHA_1_1,AVG_UHA_1_2,AVG_UHA_1_3,AVG_UHA_1_4,AVG_UHA_1_5,AVG_UHA_1_6,AVG_UHA_1_7,AVG_UHA_1_8,AVG_UHA_1_9,AVG_UHA_1_10,AVG_UHA_1_11,AVG_UHA_1_12,AVG_UHA_1_13,AVG_UHA_1_14,AVG_UHA_1_15,AVG_UHA_1_16,AVG_UHA_1_17,AVG_UHA_1_18,AVG_UHA_1_19,AVG_UHA_1_20,AVG_UHA_1_21,AVG_UHA_1_22,AVG_UHA_1_23,AVG_UHA_1_24,AVG_UHA_1_25,AVG_UHA_1_26,AVG_UHA_1_27,AVG_UHA_1_28,AVG_UHA_1_29,AVG_UHA_1_30,UHA_1,UHA_2,UHA_3,UHA_4,UHA_5,UHA_6,UHA_7,UHA_8,UHA_9,UHA_10,UHA_11,UHA_12,UHA_13,UHA_14,UHA_15,UHA_16,UHA_17,UHA_18,UHA_19,UHA_20,UHA_21,UHA_22,UHA_23,UHA_24,UHA_25,UHA_26,UHA_27,UHA_28,UHA_29,UHA_30,Max_UHA_column,Max_UHA_value,ΔT2010_MAX_column,ΔT2010_MAX_value,ΔT2020_MAX_column,ΔT2020_MAX_value,ΔT2020_1km,ΔT2020_2km,ΔT2020_3km,ΔT2020_4km,ΔT2020_5km,ΔT2020_6km,ΔT2020_7km,ΔT2020_8km,ΔT2020_9km,ΔT2020_10km,ΔT2020_11km,ΔT2020_12km,ΔT2020_13km,ΔT2020_14km,ΔT2020_15km,ΔT2020_16km,ΔT2020_17km,ΔT2020_18km,ΔT2020_19km,ΔT2020_20km,ΔT2020_21km,ΔT2020_22km,ΔT2020_23km,ΔT2020_24km,ΔT2020_25km,ΔT2020_26km,ΔT2020_27km,ΔT2020_28km,ΔT2020_29km,ΔT2020_30km,ΔT2010_1km,ΔT2010_2km,ΔT2010_3km,ΔT2010_4km,ΔT2010_5km,ΔT2010_6km,ΔT2010_7km,ΔT2010_8km,ΔT2010_9km,ΔT2010_10km,ΔT2010_11km,ΔT2010_12km,ΔT2010_13km,ΔT2010_14km,ΔT2010_15km,ΔT2010_16km,ΔT2010_17km,ΔT2010_18km,ΔT2010_19km,ΔT2010_20km,ΔT2010_21km,ΔT2010_22km,ΔT2010_23km,ΔT2010_24km,ΔT2010_25km,ΔT2010_26km,ΔT2010_27km,ΔT2010_28km,ΔT2010_29km,ΔT2010_30km
南京市,0.09425454100000001,0.1329080275,0.16452361133333335,0.18380085575,0.17652564059999998,0.15475036533333333,0.12391616885714285,0.100185575125,0.08060434422222221,0.0660181983,0.05155879872727271,0.03803741766666666,0.02557328523076923,0.016029246071428572,0.00701956786666666,-0.0013011940000000055,-0.007801350352941181,-0.011092733611111119,-0.014745676842105268,-0.019128464700000007,-0.02381977980952383,-0.028797718545454556,-0.03286360578260871,-0.03575031566666667,-0.03706859148,-0.037279584692307695,-0.03605161311111111,-0.03398695182142857,-0.031665110862068975,-0.030749208700000006,0.09425454100000001,0.171561514,0.227754779,0.241632589,0.14742478,0.045873988999999976,-0.06108901,-0.06592858100000001,-0.076045503,-0.06525711500000002,-0.09303519700000001,-0.11069777400000001,-0.12399630399999999,-0.108043263,-0.11911592700000001,-0.126112622,-0.11180385200000001,-0.067046249,-0.08049865499999997,-0.10240143400000001,-0.11764608200000001,-0.133334432,-0.122313125,-0.10214464299999998,-0.06870721099999999,-0.042554415,-0.004124351999999998,0.021758902999999996,0.03334643599999999,-0.004188046000000001,UHA_4,0.241632589,ΔT2010_1km,-0.013119259999999855,ΔT2020_4km,0.01898744250000206,0.010646799999999956,0.013787804999999764,0.015573606666663409,0.01898744250000206,0.007007536000003256,-0.008465754999999575,-0.020184448571423985,-0.033527026249998926,-0.04637084111111278,-0.057948357000004336,-0.06889452727272882,-0.07732918333332961,-0.08396726538461508,-0.08958404857142455,-0.09147399933333134,-0.08974933625000148,-0.08737359588235094,-0.08154923555555271,-0.0751225536842064,-0.06940140600000078,-0.06399066380951979,-0.05959897772726919,-0.05456111695652055,-0.04934089166667022,-0.0436386096000021,-0.037896281153845024,-0.032972951851849785,-0.02962647321428591,-0.027640937586205894,-0.027807189333334037,-0.013119259999999855,-0.016342845000004047,-0.021831296666672273,-0.025164685000003573,-0.03854604800000061,-0.05976243499999967,-0.07878067428571711,-0.09992945500000161,-0.11856312555555348,-0.1344589429999985,-0.14729782909090616,-0.15602007249998806,-0.1600562146153841,-0.1632220550000021,-0.16362881066667256,-0.16132424125,-0.15939710294117404,-0.15466842666666025,-0.14882434842104786,-0.14189018699999778,-0.1343119319047581,-0.12625245909089955,-0.11765577826086115,-0.10922382583333601,-0.1012139672000032,-0.09407299384615797,-0.08893617185185221,-0.0854823878571409,-0.08345444379310152,-0.08291840100000059
