city_name,BH_2010,BH_2020,range_2010_center,temp_2010_center,range_2020_center,temp_2020_center,range_2010_strip1,temp_2010_strip1,range_2020_strip1,temp_2020_strip1,range_2010_strip2,temp_2010_strip2,range_2020_strip2,temp_2020_strip2,union_lst_difference_km,uha_range_interval_2010,uha_range_2010,temp_2010,uha_range_interval_2020,uha_range_2020,temp_2020,dominant_direction_2020,direction_2020,speed_2020(m/s),dominant_direction_2010,direction_2010,speed_2010(m/s),风向差,风速差,风向差(绝对值),GDP,population,size
南京市,15.63185799,22.74622866,0.0~0.0; 1.4~30.0,0.1487398215612485,0.1~30.0,0.2700309924684974,0.0~0.0; 1.3~30.0,0.118300699529854,11.34~30.0,0.1373170021419236,0.1~0.6; 4.01~30.0,0.1537819922343765,0.0~30.0,0.1033262791665872,1.0~30.0,1.3~30.0,28.7,0.140274171108493,1.0~30.0,29.0,0.1702247579256694,4,67.5,4.524660152,5,90,4.257058739,-22.5,0.267601413,22.5,14782.95,945.1302277331218,large
