city,size_1,BH_2010,BH_2020,UHAE_range,UHAE_temp,range_2010,temp_2010,range_2020,temp_2020,GDP,population,风向差(绝对值),speed_2010(m/s),speed_2020(m/s),size_2,center_bh_rise(m)
绥化市,small,4.411635776,13.69058921,8.919985764,0.705049268,0.115323656,0.376450687,4.809130613,0.761687798,1134.44,377.0637202,45,4.053963874,4.029430096,small,9.278953434
舟山市,small,1.30171539,11.9654684,10.12026972,0.741627617,0.380348567,0.172072164,2.681046106,0.436842561,1512.11,110.0277143,0,5.214966493,5.672512391,small,10.66375301
莆田市,small,2.078236776,12.19488808,9.400462027,1.00979474,0.3761198,0.410237043,5.093654819,0.86990039,2643.97,324.1819622,0,4.062128069,4.130447592,small,10.1166513
营口市,small,6.721378901,14.2377108,8.704406926,0.975655028,8.18271585,0.449965472,12.33945607,1.828686604,1325.46,232.6275532,0,3.916660191,4.289727156,small,7.516331899
葫芦岛市,small,4.830661578,13.1037906,9.194082221,0.737512052,7.786417795,0.274696984,13.45232675,0.839619966,770.35,243.7703167,0,3.49307212,3.782248048,small,8.273129022
蚌埠市,small,7.919106281,18.95601979,10.47180896,0.809077847,3.746613501,0.491669361,16.76249548,1.076433112,2018.35,332.2914131,45,4.244860834,4.206089077,small,11.03691351
衢州市,small,3.734387969,11.40402132,7.909941564,0.596789028,1.094154436,0.207036215,7.31649593,0.750932004,1627.24,228.0103033,0,3.282599461,3.830987761,small,7.669633351
贺州市,small,4.342444219,12.1880817,8.167248371,0.614474559,6.738882996,0.100215643,5.300172907,0.688760471,749.82,202.8079474,0,3.936722689,4.481031998,small,7.845637481
资阳市,small,3.118552473,9.173241041,7.728973785,0.597200756,1.282997374,0.35332116,9.872804,0.299232044,807.5,229.6687798,0,3.196740953,3.441771462,small,6.054688568
赤峰市,small,4.177725315,13.61953015,9.734373386,0.724076643,0.798277403,0.165352342,8.919292881,0.831570595,1763.6,406.3325962,22.5,4.037626448,4.258247771,small,9.441804835
辽源市,small,5.159168273,13.32046115,8.49917919,0.670643015,2.797554919,0.405446039,11.71537194,0.554501564,429.9,99.63643618,0,4.563252796,5.047426028,small,8.161292877
辽阳市,small,7.690258048,14.31974474,10.25926755,0.621148229,4.014723969,0.640566666,12.32968614,1.094416676,837.75,160.8256241,0,4.417244603,4.816141625,small,6.629486692
迪庆藏族自治州,small,2.040814315,10.43246265,8.518674951,0.534382336,3.410075457,0.298979234,1.391466556,0.451934475,266.94,39.53088235,0,2.588367908,2.953280445,small,8.391648335
通化市,small,3.993060491,10.55741272,7.732096678,0.610854415,0.224267853,0.458905163,5.080320321,0.417696417,531.69,181.4373029,0,3.372948341,3.55779411,small,6.564352229
那曲市,small,1.672363723,4.166995964,5.655622175,0.283299184,0.90016572,0.100134216,1.2014523,0.360015671,171.41,52.01760889,0,3.132403889,3.158124677,small,2.494632241
鄂尔多斯市,small,3.643832675,17.92059114,11.91412348,0.911342002,2.525750822,0.153278982,12.70720268,0.994354961,3533.66,217.3855708,22.5,4.15644956,4.051576153,small,14.27675847
鄂州市,small,6.125734373,11.51931122,7.332863099,0.557917255,4.026626012,0.433789981,5.611451196,0.463091115,1005.23,107.7560785,45,3.632481127,3.760599808,small,5.393576847
钦州市,small,4.102709971,16.64395032,10.73947513,0.854715358,5.154305566,0.385896424,8.852147733,0.821579549,1387.37,332.1272011,0,5.250694677,5.744773399,small,12.54124035
铁岭市,small,6.301324503,13.3135653,7.861332335,0.59915417,4.592141841,0.488954653,8.88170125,0.891564407,663.08,238.4301448,0,4.678773887,4.962602466,small,7.012240797
铜仁市,small,1.974579199,11.38110681,18.49512764,0.674489424,0.359999999,0.116408761,6.549900766,0.722068475,1330.37,335.1062039,0,3.760714599,4.395436289,small,9.406527611
铜陵市,small,6.872684631,17.02328654,9.523857754,0.733059533,8.011953392,0.741911317,12.87798857,0.952307717,1003.69,131.5762653,0,4.049596841,4.272082401,small,10.15060191
锡林郭勒盟,small,2.449717969,10.84584188,9.070644057,0.73857781,0.219876519,0.402926559,9.622181975,0.634427772,839.84,111.6827451,22.5,3.988265907,4.337552797,small,8.396123911
锦州市,small,8.349694544,17.66893091,9.677708687,0.79481506,2.953331503,0.245986092,15.88405705,1.041259865,1062.9,270.2703201,0,4.390826625,4.632123434,small,9.319236366
长治市,small,4.599630164,15.6506048,9.888843316,0.74890847,5.105953563,0.596708541,13.29834018,0.998332521,1732.8,321.7795141,0,3.233964874,3.600863431,small,11.05097464
防城港市,small,1.021816863,12.47584386,9.637848668,0.895906676,0.160011153,0.0999999,3.520554284,0.627012306,732.79,104.1041562,0,5.075983178,5.759682465,small,11.454027
阳江市,small,7.845768057,14.5042054,17.00193794,0.602119073,2.903255589,0.805618296,9.425088394,0.67410486,1349.53,262.5006244,0,4.625098743,4.939901587,small,6.658437343
阿克苏地区,small,5.053194176,15.69606472,10.02773874,0.794254238,0.310675109,0.275606332,6.553711623,1.114352294,1315.05,288.0041628,45,2.252254141,2.082480684,small,10.64287054
阿拉尔市,small,0.518708855,8.66120904,8.670791132,0.642157016,1.461418095,0.387301565,6.683851128,0.40819738,332,22.59486983,22.5,3.687610287,3.343817273,small,8.142500185
陇南市,small,2.20685155,4.930141737,6.014233156,0.486621573,0.341011342,0.350584048,5.394067135,0.349191115,449.4,243.2881929,0,3.160179366,3.063993142,small,2.723290187
随州市,small,6.13646947,17.76817039,11.40443284,0.779784786,8.769017755,0.642424878,9.001461188,1.144898502,1096.72,205.2614955,0,3.956465787,3.666117165,small,11.63170092
鞍山市,small,13.53891812,20.22054148,8.135212356,0.636652447,9.798457376,0.817723567,16.10772984,1.540199724,1738.78,332.2988425,0,3.973636043,4.38596938,small,6.68162336
韶关市,small,10.92197396,14.91423569,6.350692093,0.472009524,3.405681356,0.691563527,9.373102109,0.975020843,1375.16,288.0696533,0,3.793827061,4.479222733,small,3.99226173
鸡西市,small,5.752746604,13.15784812,8.004083946,0.704034384,0.33752823,0.400264307,3.458214199,0.820881393,570.08,149.8253498,0,3.750432799,3.862961506,small,7.405101516
鹰潭市,small,3.0429252,13.89009993,8.832061169,0.748118061,1.302558057,0.112516674,15.1001241,0.692256089,982.66,116.7876226,0,3.957722931,4.361533661,small,10.84717473
黄山市,small,3.178232216,10.6988153,7.099035991,0.601961869,1.832098564,0.474319638,9.105434185,0.762993926,850.37,133.2440269,0,3.379709891,3.78061788,small,7.520583084
黄石市,small,3.164269858,10.12861962,14.49776084,0.628026696,5.206743305,0.519494003,9.632771297,0.402386549,1641.32,251.11592,22.5,3.503945833,3.717347294,small,6.964349762
黑河市,small,2.95373589,9.686289251,7.998557834,0.620909235,2.282539586,0.392969457,2.798973751,0.425404162,612.76,129.0450907,45,3.449605003,3.751521269,small,6.732553361
黔东南苗族侗族自治州,small,5.52264443,14.32334765,8.917185341,0.671622104,6.11857366,0.402023999,17.18672307,1.215256521,1195.69,380.7566969,0,4.820065288,5.277335911,small,8.80070322
黔南布依族苗族自治州,small,3.654870357,11.03003205,8.966631642,0.632217594,5.280561986,0.505181967,6.227492009,0.688765766,1597.97,355.0694982,0,5.029820852,5.640600412,small,7.375161693
龙岩市,small,8.67877687,18.09008562,9.013174721,0.772114001,7.189245752,0.779608859,7.573942002,0.924491712,2870.9,274.2503194,0,2.991858032,3.194835168,small,9.41130875
台湾省,large,12.00444377,25.81064699,14.37166656,1.625944557,11.24456359,0.607280361,15.8991225,1.756839036,,,0,2.788696051,2.993463514,large,13.80620322
澳门特别行政区,large,6.330648492,15.770823,13.59839326,1.939016985,4.559433868,0.730974533,17.68558112,0.874814619,,0.022184662,0,5.470855445,5.624796666,large,9.440174508
香港特别行政区,large,10.86524164,23.60936528,17.85128206,1.501243343,7.395268045,0.667592756,13.48248613,1.413352239,,1.267881731,0,5.156127579,5.355168538,large,12.74412364
