date,省,省代码,市,市代码,dominant_wind_direction,eastward_wind_speed,northward_wind_speed,angle
2020-06-01,安徽省,340000.0,安庆市,340800.0,9.0,1.0861903190612794,3.058431100845337,199.5523033670466
2020-06-01,安徽省,340000.0,蚌埠市,340300.0,8.0,1.022664099931717,4.9204864501953125,191.7410867019306
2020-06-01,安徽省,340000.0,亳州市,341600.0,9.0,2.6476391156514487,4.228894869486491,212.04998198091366
2020-06-01,安徽省,340000.0,池州市,341700.0,7.0,-0.7413727343082428,2.975090503692627,166.00726436928846
2020-06-01,安徽省,340000.0,滁州市,341100.0,8.0,0.4017071835696697,5.342454671859741,184.30006397473448
2020-06-01,安徽省,340000.0,阜阳市,341200.0,10.0,2.8346327781677245,3.903338623046875,215.9874245978611
2020-06-01,安徽省,340000.0,合肥市,340100.0,8.0,0.8609164357185364,4.6334919929504395,190.52569441300454
2020-06-01,安徽省,340000.0,淮北市,340600.0,9.0,1.3612909317016602,5.3824782371521,194.19314238137088
2020-06-01,安徽省,340000.0,淮南市,340400.0,9.0,1.0773547291755676,3.9206868410110474,195.36491763380107
2020-06-01,安徽省,340000.0,黄山市,341000.0,7.0,-1.9494502147038777,3.1505152384440103,148.25194329002136
2020-06-01,安徽省,340000.0,六安市,341500.0,9.0,1.3911002427339554,3.2364968061447144,203.25883875532554
2020-06-01,安徽省,340000.0,马鞍山市,340500.0,8.0,-0.1697021871805191,4.769240617752075,177.96212449922723
2020-06-01,安徽省,340000.0,宿州市,341300.0,8.0,1.4718727072079976,5.544212182362874,194.8678755899756
2020-06-01,安徽省,340000.0,铜陵市,340700.0,9.0,1.0019426345825195,4.230376243591309,193.32467770488876
2020-06-01,安徽省,340000.0,芜湖市,340200.0,8.0,0.4345916211605072,4.217823505401611,185.88282178130117
2020-06-01,安徽省,340000.0,宣城市,341800.0,8.0,-0.5917580723762512,4.648950457572937,172.74591436073888
2020-06-01,澳门特别行政区,820000.0,澳门特别行政区,820000.0,8.0,0.6925403475761414,5.753691673278809,186.86336160914294
