city_name,year,R,R的平方,p值,RMSE,样本数量
汉中市,2010,0.5107,0.2608,3.327000e-03,0.0728,31.0
汉中市,2020,0.4758,0.2264,6.815700e-03,0.0363,31.0
汕头市,2010,0.7342,0.5391,7.905000e-04,0.1309,17.0
汕头市,2020,0.2659,0.0707,2.861200e-01,0.1572,18.0
汕尾市,2010,0.9433,0.8898,4.200600e-06,0.014,12.0
汕尾市,2020,0.9569,0.9156,3.038300e-07,0.0186,13.0
江门市,2010,0.9366,0.8773,2.781400e-14,0.0266,30.0
江门市,2020,0.9837,0.9677,2.072300e-22,0.0183,30.0
池州市,2010,0.9419,0.8872,8.562900e-15,0.1786,30.0
池州市,2020,0.8406,0.7067,6.125200e-09,0.1827,30.0
沈阳市,2010,0.9886,0.9773,1.478100e-24,0.0538,30.0
沈阳市,2020,0.9937,0.9875,3.022800e-27,0.032,29.0
沧州市,2010,0.9897,0.9795,3.404600e-25,0.0244,30.0
沧州市,2020,0.9956,0.9912,2.541900e-30,0.0211,30.0
河池市,2010,0.6704,0.4495,3.682200e-05,0.1349,31.0
河池市,2020,0.7591,0.5762,1.161300e-06,0.084,30.0
河源市,2010,0.7826,0.6124,3.227200e-07,0.0805,30.0
河源市,2020,0.8696,0.7562,9.194400e-10,0.1428,29.0
泉州市,2010,0.6991,0.4887,1.726800e-05,0.2061,30.0
泉州市,2020,0.7987,0.638,2.065700e-07,0.1869,29.0
泰安市,2010,0.8753,0.7661,2.479800e-10,0.0892,30.0
泰安市,2020,0.8673,0.7522,2.751000e-10,0.141,31.0
泰州市,2010,0.9828,0.9659,2.379800e-21,0.0236,29.0
泰州市,2020,0.9711,0.9431,1.349100e-19,0.0286,31.0
泸州市,2010,0.8416,0.7082,1.069600e-08,0.0468,29.0
泸州市,2020,0.911,0.83,1.111900e-12,0.0674,31.0
洛阳市,2010,0.9813,0.9629,7.597800e-21,0.0299,29.0
洛阳市,2020,0.9879,0.9759,5.218400e-25,0.0391,31.0
济南市,2010,0.9843,0.9689,2.126200e-23,0.11,31.0
济南市,2020,0.9893,0.9786,6.289500e-25,0.1093,30.0
济宁市,2010,0.9727,0.9462,2.606200e-19,0.0328,30.0
济宁市,2020,0.986,0.9723,8.996500e-22,0.0445,28.0
济源市,2010,0.7001,0.4902,2.358100e-05,0.0616,29.0
济源市,2020,0.7472,0.5583,3.209500e-06,0.0284,29.0
海东市,2010,0.9052,0.8194,1.536000e-11,0.7855,29.0
海东市,2020,0.8682,0.7538,1.048100e-09,0.8147,29.0
海北藏族自治州,2010,,-0.0,nan,0.488,30.0
海北藏族自治州,2020,0.5792,0.3354,6.406300e-04,0.4696,31.0
海南藏族自治州,2010,0.913,0.8336,2.030400e-12,0.2299,30.0
海南藏族自治州,2020,0.9702,0.9412,3.814700e-18,0.1275,29.0
海口市,2010,0.585,0.3422,5.472900e-04,0.0792,31.0
海口市,2020,0.9768,0.9542,1.315500e-19,0.0254,29.0
海西蒙古族藏族自治州,2010,0.6019,0.3623,3.408200e-04,2.2876,31.0
海西蒙古族藏族自治州,2020,0.7984,0.6375,1.245400e-07,1.6266,30.0
淄博市,2010,0.9782,0.9569,5.753300e-20,0.0566,29.0
淄博市,2020,0.9852,0.9706,9.358800e-24,0.0731,31.0
淮北市,2010,0.9485,0.8997,5.289600e-15,0.0457,29.0
淮北市,2020,0.7589,0.5759,7.509900e-07,0.0505,31.0
淮南市,2010,0.8205,0.6732,1.597400e-08,0.0739,31.0
淮南市,2020,0.6411,0.411,1.789300e-04,0.042,29.0
淮安市,2010,0.9933,0.9867,6.984000e-27,0.0111,29.0
淮安市,2020,0.9884,0.977,1.766900e-24,0.0105,30.0
深圳市,2010,0.7364,0.5424,7.902500e-06,0.2218,28.0
深圳市,2020,0.8715,0.7595,6.832800e-09,0.1907,26.0
清远市,2010,0.5253,0.276,2.408700e-03,0.1229,31.0
清远市,2020,0.9336,0.8716,1.495800e-13,0.1249,29.0
温州市,2010,0.8549,0.7309,9.185000e-10,0.2375,31.0
温州市,2020,0.9066,0.8218,5.311300e-12,0.2361,30.0
渭南市,2010,0.7586,0.5755,7.609900e-07,0.0251,31.0
渭南市,2020,0.8112,0.6581,5.412700e-08,0.0084,30.0
湖州市,2010,0.6118,0.3743,3.274100e-04,0.0243,30.0
湖州市,2020,0.9718,0.9444,4.122800e-19,0.0124,30.0
湘潭市,2010,0.7695,0.5921,4.219700e-07,0.0309,31.0
湘潭市,2020,0.9675,0.9361,1.179400e-17,0.0206,29.0
湘西土家族苗族自治州,2010,0.7309,0.5343,6.699900e-06,0.0738,29.0
湘西土家族苗族自治州,2020,0.8335,0.6947,1.079300e-08,0.0577,30.0
湛江市,2010,0.6781,0.4598,1.016800e-04,0.2339,27.0
湛江市,2020,0.832,0.6922,7.507000e-08,0.2052,27.0
滁州市,2010,0.8534,0.7283,2.065200e-09,0.0242,30.0
滁州市,2020,0.9661,0.9333,2.096000e-17,0.0163,29.0
滨州市,2010,0.8758,0.767,4.952400e-10,0.0539,29.0
滨州市,2020,0.9747,0.95,9.212800e-20,0.0441,30.0
漯河市,2010,0.973,0.9468,2.255200e-19,0.0316,30.0
漯河市,2020,0.978,0.9565,2.752200e-21,0.0353,31.0
漳州市,2010,0.9356,0.8753,1.216900e-14,0.1142,31.0
漳州市,2020,0.9407,0.8849,3.762800e-15,0.1637,31.0
潍坊市,2010,0.9777,0.9559,7.810800e-20,0.0345,29.0
潍坊市,2020,0.9964,0.9929,1.778600e-29,0.0236,28.0
潜江市,2010,0.6668,0.4446,4.208600e-05,0.046,31.0
潜江市,2020,0.1882,0.0354,3.105800e-01,0.0846,31.0
潮州市,2010,0.9799,0.9601,1.995500e-20,0.0371,29.0
潮州市,2020,0.9038,0.8169,7.815800e-12,0.1303,30.0
澄迈县,2010,0.7363,0.5422,5.283500e-06,0.0269,29.0
澄迈县,2020,0.9152,0.8376,1.438500e-12,0.0172,30.0
澳门特别行政区,2010,0.9086,0.8256,1.779500e-03,0.1661,8.0
澳门特别行政区,2020,0.9213,0.8488,1.147800e-03,0.1183,8.0
濮阳市,2010,0.9029,0.8152,4.989100e-11,0.0412,28.0
濮阳市,2020,0.9694,0.9398,1.275000e-18,0.0333,30.0
烟台市,2010,0.7465,0.5573,3.318000e-06,0.18,29.0
烟台市,2020,0.4401,0.1937,1.323600e-02,0.1869,31.0
焦作市,2010,0.9911,0.9823,5.653500e-27,0.029,31.0
焦作市,2020,0.9884,0.977,1.724200e-24,0.025,30.0
牡丹江市,2010,0.7473,0.5584,1.367300e-06,0.5095,31.0
牡丹江市,2020,0.9607,0.923,1.087600e-17,0.2012,31.0
玉林市,2010,0.9473,0.8973,2.285500e-15,0.0912,30.0
玉林市,2020,0.9892,0.9786,6.344300e-25,0.0519,30.0
玉树藏族自治州,2010,0.583,0.3399,5.776200e-04,0.8488,31.0
玉树藏族自治州,2020,0.9166,0.8401,1.154800e-12,0.515,30.0
玉溪市,2010,0.6507,0.4234,7.394000e-05,0.5463,31.0
玉溪市,2020,0.621,0.3856,1.931700e-04,0.5193,31.0
珠海市,2010,0.8867,0.7862,3.923000e-08,0.2422,22.0
珠海市,2020,0.6051,0.3662,2.219600e-03,0.3415,23.0
琼中黎族苗族自治县,2010,0.6253,0.391,2.870400e-04,0.1317,29.0
琼中黎族苗族自治县,2020,0.6318,0.3992,1.377500e-04,0.1481,31.0
琼海市,2010,0.4325,0.187,5.022400e-02,0.5655,21.0
琼海市,2020,0.9388,0.8814,9.113300e-10,0.1851,20.0
甘南藏族自治州,2010,0.3749,0.1405,3.771000e-02,0.7359,31.0
甘南藏族自治州,2020,0.953,0.9082,1.590100e-15,0.1595,29.0
甘孜藏族自治州,2010,,0.0,nan,2.067,30.0
甘孜藏族自治州,2020,0.9576,0.9171,4.010000e-16,0.6797,29.0
白城市,2010,0.5515,0.3041,1.300700e-03,0.3023,31.0
白城市,2020,0.7517,0.565,2.598300e-06,0.1332,29.0
白山市,2010,0.5943,0.3532,4.227900e-04,0.1877,31.0
白山市,2020,0.5839,0.3409,5.636900e-04,0.1867,31.0
白沙黎族自治县,2010,0.141,0.0199,4.492900e-01,1.0258,31.0
白沙黎族自治县,2020,0.4495,0.2021,1.118400e-02,0.9684,31.0
白银市,2010,0.783,0.6131,1.929900e-07,0.1682,31.0
白银市,2020,0.8908,0.7936,4.247600e-11,0.083,30.0
百色市,2010,0.7813,0.6105,5.657000e-07,0.22,29.0
百色市,2020,0.9476,0.898,6.581400e-15,0.1606,29.0
益阳市,2010,0.975,0.9506,3.567500e-19,0.0222,29.0
益阳市,2020,0.946,0.8949,3.146400e-15,0.0319,30.0
盐城市,2010,0.9884,0.9769,1.908300e-24,0.0068,30.0
盐城市,2020,0.9978,0.9956,1.458900e-34,0.0075,30.0
盘锦市,2010,0.6848,0.469,2.143800e-05,0.0482,31.0
盘锦市,2020,0.9831,0.9665,3.344200e-22,0.0254,30.0
眉山市,2010,0.7298,0.5327,3.175400e-06,0.0779,31.0
眉山市,2020,0.9324,0.8694,2.376200e-14,0.0835,31.0
石嘴山市,2010,0.7919,0.627,1.120400e-07,0.2189,31.0
石嘴山市,2020,0.8931,0.7977,7.211800e-11,0.1374,29.0
石家庄市,2010,0.989,0.9782,5.877100e-24,0.0476,29.0
石家庄市,2020,0.9792,0.9589,1.196300e-21,0.0535,31.0
石河子市,2010,0.8798,0.774,7.011700e-10,0.1132,28.0
石河子市,2020,0.8089,0.6543,6.313900e-08,0.2386,30.0
神农架林区,2010,0.5558,0.309,1.744100e-03,0.8256,29.0
神农架林区,2020,,0.0,nan,0.9552,29.0
福州市,2010,0.9585,0.9187,8.552000e-17,0.1533,30.0
福州市,2020,0.9613,0.9241,8.796100e-18,0.199,31.0
秦皇岛市,2010,0.9265,0.8584,2.704000e-03,0.0198,7.0
秦皇岛市,2020,0.9584,0.9185,6.630600e-04,0.0211,7.0
红河哈尼族彝族自治州,2010,0.9072,0.823,1.173200e-11,0.4622,29.0
红河哈尼族彝族自治州,2020,0.9606,0.9227,1.532300e-16,0.3438,29.0
绍兴市,2010,0.9123,0.8323,5.606400e-12,0.1854,29.0
绍兴市,2020,0.9561,0.9141,1.862600e-16,0.1287,30.0
绥化市,2010,0.965,0.9311,3.226200e-17,0.0307,29.0
绥化市,2020,0.9605,0.9225,1.595300e-16,0.0141,29.0
绵阳市,2010,0.8362,0.6993,8.715300e-09,0.0446,30.0
绵阳市,2020,0.8557,0.7323,8.538000e-10,0.0841,31.0
聊城市,2010,0.9961,0.9922,5.209400e-30,0.0106,29.0
聊城市,2020,0.9053,0.8196,6.329500e-12,0.0741,30.0
肇庆市,2010,0.6938,0.4813,2.123800e-05,0.1581,30.0
肇庆市,2020,0.9577,0.9173,1.370000e-15,0.091,28.0
胡杨河市,2010,0.4128,0.1704,2.100700e-02,0.8665,31.0
胡杨河市,2020,0.8558,0.7324,3.283700e-09,0.7078,29.0
自贡市,2010,0.7094,0.5033,1.639300e-05,0.0843,29.0
自贡市,2020,0.7798,0.6081,3.785300e-07,0.0367,30.0
舟山市,2010,0.8337,0.6951,4.201500e-07,0.2428,24.0
舟山市,2020,0.9179,0.8426,1.779400e-09,0.1395,22.0
芜湖市,2010,0.9716,0.9441,8.278300e-18,0.0125,28.0
芜湖市,2020,0.9924,0.9848,4.272300e-26,0.0126,29.0
苏州市,2010,0.9602,0.922,1.752900e-16,0.0163,29.0
苏州市,2020,0.846,0.7157,1.435200e-08,0.0338,28.0
茂名市,2010,0.4643,0.2156,1.116200e-02,0.2391,29.0
茂名市,2020,0.8485,0.72,1.170100e-08,0.1433,28.0
荆州市,2010,0.9896,0.9792,4.240600e-25,0.0142,30.0
荆州市,2020,0.9811,0.9625,1.645400e-21,0.0136,30.0
荆门市,2010,0.3479,0.1211,5.510600e-02,0.0305,31.0
荆门市,2020,0.9712,0.9433,5.457000e-19,0.0193,30.0
莆田市,2010,0.9601,0.9218,4.921600e-17,0.0987,30.0
莆田市,2020,0.9112,0.8302,1.646700e-11,0.1844,28.0
菏泽市,2010,0.9823,0.965,1.894500e-20,0.0186,28.0
菏泽市,2020,0.9909,0.9819,6.013400e-26,0.0357,30.0
萍乡市,2010,0.5759,0.3317,6.987800e-04,1.028,31.0
萍乡市,2020,0.5941,0.353,4.250500e-04,1.0152,31.0
营口市,2010,0.5148,0.265,5.059500e-03,0.3383,28.0
营口市,2020,0.5381,0.2896,3.137400e-03,0.4959,28.0
葫芦岛市,2010,0.9852,0.9707,5.045400e-05,0.0206,7.0
葫芦岛市,2020,0.9966,0.9933,1.269400e-06,0.01,7.0
蚌埠市,2010,0.9858,0.9719,2.922200e-23,0.0108,30.0
蚌埠市,2020,0.7234,0.5233,4.274000e-06,0.0411,31.0
衡水市,2010,0.9491,0.9008,4.544500e-15,0.0674,29.0
衡水市,2020,0.9959,0.9918,9.184700e-31,0.0187,30.0
衡阳市,2010,0.9261,0.8577,8.282100e-14,0.043,31.0
衡阳市,2020,0.994,0.9881,1.686600e-28,0.0191,30.0
衢州市,2010,0.9306,0.866,9.649700e-14,0.1761,30.0
衢州市,2020,0.9868,0.9738,6.696800e-23,0.0936,29.0
襄阳市,2010,0.1908,0.0364,3.214700e-01,0.0388,29.0
襄阳市,2020,0.4362,0.1903,1.596300e-02,0.0628,30.0
西双版纳傣族自治州,2010,0.6227,0.3877,2.381000e-04,0.1574,30.0
西双版纳傣族自治州,2020,0.7772,0.6041,7.081400e-07,0.1151,29.0
西宁市,2010,0.8763,0.7679,4.707900e-10,0.3611,29.0
西宁市,2020,0.9744,0.9495,2.206600e-18,0.1611,28.0
西安市,2010,0.9972,0.9945,3.533300e-33,0.0423,30.0
西安市,2020,0.9735,0.9476,7.990200e-19,0.146,29.0
许昌市,2010,0.9508,0.904,2.699700e-16,0.0224,31.0
许昌市,2020,0.6685,0.4469,3.945100e-05,0.0224,31.0
贵港市,2010,0.9942,0.9884,1.198600e-28,0.01,30.0
贵港市,2020,0.9737,0.9482,1.542100e-19,0.0177,30.0
贵阳市,2010,0.9311,0.8669,6.841300e-13,0.1918,28.0
贵阳市,2020,0.9598,0.9213,1.983000e-16,0.1674,29.0
贺州市,2010,0.9211,0.8485,1.418900e-12,0.102,29.0
贺州市,2020,0.9467,0.8962,2.643100e-15,0.1027,30.0
资阳市,2010,0.9737,0.9482,1.545400e-19,0.0182,30.0
资阳市,2020,0.9789,0.9582,1.538900e-21,0.0239,31.0
赣州市,2010,0.5232,0.2737,2.527400e-03,0.441,31.0
赣州市,2020,0.6389,0.4082,1.096200e-04,0.4164,31.0
赤峰市,2010,0.592,0.3505,5.679500e-04,0.341,30.0
赤峰市,2020,0.6711,0.4504,6.754500e-05,0.2475,29.0
辽源市,2010,0.9021,0.8138,9.871800e-12,0.0659,30.0
辽源市,2020,0.9242,0.8542,2.243500e-12,0.0467,28.0
辽阳市,2010,0.9274,0.8601,6.497200e-14,0.1882,31.0
辽阳市,2020,0.9744,0.9495,4.867600e-19,0.1823,29.0
达州市,2010,0.4085,0.1669,2.779400e-02,0.2249,29.0
达州市,2020,0.5048,0.2549,4.438700e-03,0.3171,30.0
运城市,2010,0.7167,0.5137,8.369500e-06,0.4753,30.0
运城市,2020,0.9735,0.9477,3.977000e-20,0.1883,31.0
连云港市,2010,0.9464,0.8958,2.797700e-14,0.0112,28.0
连云港市,2020,0.9177,0.8421,2.485100e-12,0.0311,29.0
迪庆藏族自治州,2010,0.6428,0.4132,1.695900e-04,0.7505,29.0
迪庆藏族自治州,2020,0.6452,0.4163,1.573600e-04,0.6081,29.0
通化市,2010,0.705,0.497,9.505800e-06,0.1816,31.0
通化市,2020,0.9576,0.9171,3.195100e-17,0.0942,31.0
通辽市,2010,0.2878,0.0828,1.164500e-01,0.162,31.0
通辽市,2020,0.933,0.8704,5.989100e-14,0.1096,30.0
遂宁市,2010,0.7888,0.6221,1.359200e-07,0.0798,31.0
遂宁市,2020,0.9773,0.9551,4.334100e-21,0.0258,31.0
遵义市,2010,0.9475,0.8978,2.141800e-15,0.097,30.0
遵义市,2020,0.5779,0.334,8.236000e-04,0.2005,30.0
邢台市,2010,0.9833,0.9669,2.881700e-22,0.0457,30.0
邢台市,2020,0.9892,0.9786,6.396100e-25,0.0345,30.0
那曲市,2010,,0.0,nan,0.0989,29.0
那曲市,2020,0.1024,0.0105,5.837200e-01,0.0235,31.0
邯郸市,2010,0.9904,0.9809,7.121900e-24,0.0281,28.0
邯郸市,2020,0.9937,0.9875,3.580000e-28,0.0181,30.0
邵阳市,2010,0.9266,0.8585,7.655500e-14,0.0164,31.0
邵阳市,2020,0.9835,0.9672,7.928600e-21,0.0183,28.0
郑州市,2010,0.9796,0.9596,1.203100e-19,0.0216,28.0
郑州市,2020,0.8355,0.698,5.004200e-09,0.1029,31.0
郴州市,2010,0.7583,0.5751,7.722900e-07,1.1392,31.0
郴州市,2020,0.7879,0.6208,1.433700e-07,1.1048,31.0
鄂尔多斯市,2010,0.6955,0.4837,1.988300e-05,0.1671,30.0
鄂尔多斯市,2020,0.741,0.5491,1.863800e-06,0.2344,31.0
鄂州市,2010,0.8607,0.7408,2.116000e-09,0.1001,29.0
鄂州市,2020,0.9593,0.9202,6.592800e-17,0.06,30.0
酒泉市,2010,0.5023,0.2523,3.984200e-03,0.7201,31.0
酒泉市,2020,0.9363,0.8766,8.707500e-14,0.3131,29.0
重庆市,2010,0.7479,0.5593,1.324800e-06,0.0752,31.0
重庆市,2020,0.8938,0.799,1.287600e-11,0.0892,31.0
金华市,2010,0.9295,0.8639,3.287700e-13,0.1492,29.0
金华市,2020,0.9552,0.9124,2.435600e-16,0.169,30.0
金昌市,2010,0.5557,0.3088,1.173900e-03,0.2395,31.0
金昌市,2020,0.8723,0.7609,1.628800e-10,0.1443,31.0
钦州市,2010,0.4656,0.2168,8.301500e-03,0.0567,31.0
钦州市,2020,0.6373,0.4061,1.523700e-04,0.0075,30.0
铁岭市,2010,0.9573,0.9165,4.393000e-16,0.0681,29.0
铁岭市,2020,0.7536,0.5679,1.529000e-06,0.1662,30.0
铁门关市,2010,0.5155,0.2658,2.996100e-03,4.0532,31.0
铁门关市,2020,0.9306,0.866,9.650800e-14,1.7062,30.0
铜仁市,2010,0.7163,0.5131,1.244100e-05,0.4325,29.0
铜仁市,2020,0.8374,0.7013,1.476700e-08,0.3782,29.0
铜川市,2010,0.8382,0.7026,1.391500e-08,0.3764,29.0
铜川市,2020,0.8773,0.7697,9.379900e-11,0.3384,31.0
铜陵市,2010,0.7971,0.6354,3.832000e-07,0.0919,28.0
铜陵市,2020,0.6917,0.4785,3.239100e-05,0.1328,29.0
银川市,2010,0.2977,0.0887,1.037800e-01,0.3301,31.0
银川市,2020,0.7715,0.5953,6.001000e-07,0.2513,30.0
锡林郭勒盟,2010,0.4552,0.2072,1.008300e-02,0.3332,31.0
锡林郭勒盟,2020,0.5146,0.2648,3.056200e-03,0.1887,31.0
锦州市,2010,0.9551,0.9122,4.168500e-13,0.0263,24.0
锦州市,2020,0.9348,0.8739,7.967500e-12,0.0676,25.0
镇江市,2010,0.6879,0.4732,1.898800e-05,0.1156,31.0
镇江市,2020,0.9752,0.951,3.231100e-19,0.0228,29.0
长春市,2010,0.9728,0.9464,5.674100e-20,0.0738,31.0
长春市,2020,0.993,0.9861,1.512700e-27,0.0445,30.0
长沙市,2010,0.989,0.9781,1.255200e-25,0.042,31.0
长沙市,2020,0.9712,0.9433,1.282300e-19,0.0495,31.0
长治市,2010,0.8949,0.8008,2.572900e-11,0.1666,30.0
长治市,2020,0.9384,0.8806,1.895600e-14,0.1343,30.0
阜新市,2010,0.9318,0.8683,2.686300e-14,0.1022,31.0
阜新市,2020,0.9378,0.8795,2.151400e-14,0.112,30.0
阜阳市,2010,0.9693,0.9396,3.228200e-19,0.0266,31.0
阜阳市,2020,0.9956,0.9912,2.425300e-30,0.0138,30.0
防城港市,2010,0.3464,0.12,1.346200e-01,0.0826,20.0
防城港市,2020,0.4979,0.2479,2.547800e-02,0.1033,20.0
阳江市,2010,0.7459,0.5564,3.416600e-03,0.0111,13.0
阳江市,2020,0.9324,0.8695,3.415700e-06,0.0035,13.0
阳泉市,2010,0.8845,0.7823,8.984600e-11,0.2943,30.0
阳泉市,2020,0.9866,0.9734,8.245200e-23,0.118,29.0
阿克苏地区,2010,0.6678,0.4459,4.054900e-05,0.2853,31.0
阿克苏地区,2020,0.9201,0.8466,2.486700e-13,0.1929,31.0
阿勒泰地区,2010,0.6678,0.4459,7.570500e-05,0.2296,29.0
阿勒泰地区,2020,0.9373,0.8786,7.018600e-14,0.1578,29.0
阿坝藏族羌族自治州,2010,0.3943,0.1555,2.816700e-02,1.4281,31.0
阿坝藏族羌族自治州,2020,0.4397,0.1933,1.331800e-02,1.4531,31.0
阿拉善盟,2010,0.8076,0.6523,3.983900e-08,0.373,31.0
阿拉善盟,2020,0.8999,0.8098,5.710700e-12,0.2911,31.0
阿拉尔市,2010,0.762,0.5807,6.335900e-07,0.4877,31.0
阿拉尔市,2020,0.9431,0.8894,6.481300e-15,0.1677,30.0
阿里地区,2010,,-0.0,nan,1.3864,25.0
阿里地区,2020,,0.0,nan,1.2991,25.0
陇南市,2010,0.8772,0.7695,9.089400e-10,0.4913,28.0
陇南市,2020,0.9587,0.9191,2.883600e-16,0.2954,29.0
陵水黎族自治县,2010,0.9952,0.9903,2.580400e-08,0.0218,9.0
陵水黎族自治县,2020,0.9996,0.9993,1.256500e-10,0.0083,8.0
随州市,2010,0.934,0.8723,1.387800e-13,0.0322,29.0
随州市,2020,0.9849,0.97,1.240100e-23,0.0282,31.0
雅安市,2010,0.1606,0.0258,4.052700e-01,0.25,29.0
雅安市,2020,0.9389,0.8815,1.488300e-13,0.0987,28.0
青岛市,2010,0.9658,0.9328,5.717300e-06,0.0657,10.0
青岛市,2020,0.9501,0.9027,2.548700e-05,0.0624,10.0
鞍山市,2010,0.9857,0.9715,2.115700e-22,0.1403,29.0
鞍山市,2020,0.9834,0.9672,2.564500e-22,0.188,30.0
韶关市,2010,0.8959,0.8026,5.185500e-11,0.1686,29.0
韶关市,2020,0.987,0.9741,3.754600e-22,0.088,28.0
香港特别行政区,2010,0.9802,0.9608,3.005700e-11,0.0591,16.0
香港特别行政区,2020,0.9749,0.9504,1.577700e-10,0.0663,16.0
马鞍山市,2010,0.7995,0.6392,6.882300e-08,0.0478,31.0
马鞍山市,2020,0.7159,0.5125,8.686200e-06,0.0832,30.0
驻马店市,2010,0.7492,0.5613,2.921100e-06,0.0113,29.0
驻马店市,2020,0.1608,0.0258,3.875800e-01,0.0256,31.0
鸡西市,2010,0.6084,0.3702,3.610700e-04,0.0903,30.0
鸡西市,2020,0.9192,0.8449,7.515300e-13,0.037,30.0
鹤壁市,2010,0.4681,0.2191,7.914500e-03,0.0883,31.0
鹤壁市,2020,0.6805,0.463,2.531300e-05,0.0499,31.0
鹤岗市,2010,0.607,0.3685,3.753600e-04,0.1687,30.0
鹤岗市,2020,0.6027,0.3632,3.332600e-04,0.1246,31.0
鹰潭市,2010,0.2988,0.0893,1.225100e-01,0.5551,28.0
鹰潭市,2020,0.9455,0.8939,3.520300e-14,0.2174,28.0
黄冈市,2010,0.8992,0.8085,3.410600e-11,0.0807,29.0
黄冈市,2020,0.943,0.8892,6.660600e-15,0.0542,30.0
黄南藏族自治州,2010,0.5568,0.31,1.395100e-03,1.2423,30.0
黄南藏族自治州,2020,0.9007,0.8113,2.796000e-11,0.6334,29.0
黄山市,2010,0.8172,0.6679,3.579900e-08,0.6469,30.0
黄山市,2020,0.8319,0.692,1.225300e-08,0.5859,30.0
黄石市,2010,0.3017,0.091,1.051900e-01,0.197,30.0
黄石市,2020,0.4514,0.2038,1.396400e-02,0.1416,29.0
黑河市,2010,0.6919,0.4788,4.261100e-03,0.18,15.0
黑河市,2020,0.6537,0.4273,8.218600e-03,0.1295,15.0
黔东南苗族侗族自治州,2010,0.7864,0.6184,4.257500e-07,0.3441,29.0
黔东南苗族侗族自治州,2020,0.8084,0.6535,1.129300e-07,0.265,29.0
黔南布依族苗族自治州,2010,0.3891,0.1514,3.696300e-02,0.3822,29.0
黔南布依族苗族自治州,2020,0.756,0.5715,8.737900e-07,0.2591,31.0
黔西南布依族苗族自治州,2010,0.5864,0.3438,5.269300e-04,0.5672,31.0
黔西南布依族苗族自治州,2020,0.5411,0.2927,1.672700e-03,0.5772,31.0
齐齐哈尔市,2010,0.9779,0.9562,1.453800e-20,0.0562,30.0
齐齐哈尔市,2020,0.9908,0.9817,6.959500e-26,0.0417,30.0
龙岩市,2010,0.8033,0.6453,5.334300e-08,0.304,31.0
龙岩市,2020,0.934,0.8723,4.900900e-14,0.1628,30.0
AVG_2010,2010,0.7571545961002785,0.6042113821138212,1.529704e-02,0.2630111111111111,28.878048780487806
AVG_2020,2020,0.8436686813186812,0.7315021680216802,6.159740e-03,0.20956287262872628,28.88617886178862
