city_name,year,R,R的平方,p值,RMSE,样本数量
景德镇市,2020,0.8284,0.6862,1.593900e-08,0.2647,30.0
曲靖市,2010,0.8492,0.7212,5.747400e-09,0.3598,29.0
曲靖市,2020,0.9347,0.8737,1.192900e-13,0.3114,29.0
朔州市,2010,0.6754,0.4562,5.814300e-05,0.3439,29.0
朔州市,2020,0.759,0.5761,1.815600e-06,0.3433,29.0
朝阳市,2010,0.9257,0.8569,9.020500e-14,0.1231,31.0
朝阳市,2020,0.9683,0.9376,8.580200e-18,0.1274,29.0
本溪市,2010,0.9288,0.8628,3.697000e-13,0.1609,29.0
本溪市,2020,0.9345,0.8733,1.251300e-13,0.1783,29.0
来宾市,2010,0.7685,0.5906,1.123300e-06,0.0996,29.0
来宾市,2020,0.7148,0.5109,1.321900e-05,0.1066,29.0
杭州市,2010,0.9541,0.9104,3.882700e-15,0.1524,28.0
杭州市,2020,0.9697,0.9403,4.679300e-18,0.127,29.0
松原市,2010,0.7469,0.5579,1.392600e-06,0.2242,31.0
松原市,2020,0.7965,0.6345,8.322900e-08,0.2063,31.0
林芝市,2010,0.3394,0.1152,7.167300e-02,1.3963,29.0
林芝市,2020,,0.0,nan,1.5143,29.0
果洛藏族自治州,2010,0.8076,0.6522,6.904200e-08,0.2647,30.0
果洛藏族自治州,2020,0.6955,0.4837,1.404300e-05,0.5043,31.0
枣庄市,2010,0.7037,0.4952,2.055600e-05,0.0578,29.0
枣庄市,2020,0.7485,0.5603,3.014600e-06,0.0641,29.0
柳州市,2010,0.9094,0.827,3.513600e-12,0.0915,30.0
柳州市,2020,0.8487,0.7203,3.112300e-09,0.1364,30.0
株洲市,2010,0.8319,0.692,6.675100e-09,0.0356,31.0
株洲市,2020,0.9352,0.8746,3.789100e-14,0.045,30.0
桂林市,2010,0.9888,0.9776,1.175500e-24,0.0161,30.0
桂林市,2020,0.9596,0.9208,2.136800e-16,0.0281,29.0
梅州市,2010,0.6914,0.4781,3.272400e-05,0.5673,29.0
梅州市,2020,0.8855,0.7842,1.741600e-10,0.3686,29.0
梧州市,2010,0.5552,0.3083,1.447700e-03,0.0878,30.0
梧州市,2020,0.7149,0.5111,9.035900e-06,0.0807,30.0
楚雄彝族自治州,2010,0.7972,0.6355,1.345700e-07,0.1905,30.0
楚雄彝族自治州,2020,0.8919,0.7955,8.349000e-11,0.154,29.0
榆林市,2010,0.8386,0.7033,2.512400e-08,0.0475,28.0
榆林市,2020,0.4245,0.1802,2.172900e-02,0.1158,29.0
武威市,2010,0.9505,0.9034,9.630600e-16,0.0495,30.0
武威市,2020,0.9749,0.9504,1.840500e-20,0.0794,31.0
武汉市,2010,0.9272,0.8597,1.843700e-13,0.0435,30.0
武汉市,2020,0.6657,0.4431,5.959900e-05,0.044,30.0
毕节市,2010,0.341,0.1163,6.051100e-02,0.6982,31.0
毕节市,2020,0.5701,0.325,8.141000e-04,0.7351,31.0
永州市,2010,0.9064,0.8216,5.406000e-12,0.0187,30.0
永州市,2020,0.9961,0.9922,4.703900e-31,0.0112,30.0
