FID,BH_2010,BH_2020,MODIS_2010,MODIS_2020,city_name,buffer_id,distance,predict_2010,residual_2010,predict_2020,residual_2020
6056,0.0,2.092457622,28.42295133,28.89590313,万宁市,41,11,28.009203622373754,0.41374770762624635,28.8317365949553,0.06416653504470204
6057,0.0,2.222735049,28.42712654,28.89258078,万宁市,40,10,28.009203622373754,0.417922917626246,28.840075029772137,0.05250575022786208
6058,0.000105324,2.792273982,28.4506142,28.89919699,万宁市,39,9,28.0092971288275,0.44131707117249874,28.87652849203213,0.02266849796787085
6059,0.000210682,3.270386454,28.47975527,28.91394958,万宁市,38,8,28.009390665466384,0.4703646045336143,28.90713018393452,0.006819396065480987
6060,0.017652948,3.333398461,28.50491309,28.9413479,万宁市,37,7,28.02487587718411,0.48003721281588696,28.911163281034664,0.030184618965336085
6061,0.049699905,3.704418985,28.52291321,28.954,万宁市,36,6,28.053327106746483,0.4695861032535156,28.93491052970487,0.01908947029513186
6062,0.064954206,3.940366071,28.55039136,28.97899988,万宁市,35,5,28.066869847155957,0.48352151284404243,28.95001237383965,0.028987506160348175
6063,0.094746272,4.544805488,28.58162079,29.01126473,万宁市,34,4,28.093319188630197,0.48830160136980183,28.988699649106326,0.02256508089367415
6064,0.212874677,5.586009272,28.59750938,29.04433861,万宁市,33,3,28.19819336961692,0.39931601038308173,29.05534212189581,-0.01100351189580806
6065,0.315021595,6.763558833,28.61358732,29.06992734,万宁市,32,2,28.28887921579903,0.32470810420096896,29.130711435552865,-0.060784095552865125
6066,0.406299378,7.545620133,28.64182642,29.11186963,万宁市,31,1,28.36991546389202,0.27191095610798044,29.180767437755176,-0.06889780775517451
6067,0.636976916,8.567638169,28.63739148,29.11291321,万宁市,30,0,28.63739148,0.0,29.11291321,0.0
6068,0.837266884,9.035363304,28.63182617,29.12778259,万宁市,29,-1,28.63182617,0.0,29.12778259,0.0
6069,0.811841551,8.409604795,28.60025853,29.10522766,万宁市,28,-2,28.60025853,0.0,29.10522766,0.0
6070,0.585568966,6.520069349,28.52956506,29.06826074,万宁市,27,-3,28.52956506,0.0,29.06826074,0.0
6071,0.290557284,4.794607297,28.50473889,29.05126074,万宁市,26,-4,28.50473889,0.0,29.05126074,0.0
6072,0.082687747,3.828997822,28.46592783,29.02767545,万宁市,25,-5,28.46592783,0.0,29.02767545,0.0
6073,0.025870699,3.423916661,28.4573042,29.04147827,万宁市,24,-6,28.4573042,0.0,29.04147827,0.0
6074,0.022146059,3.342625051,28.44583321,29.06286227,万宁市,23,-7,28.44583321,0.0,29.06286227,0.0
6075,0.010910241,3.066185198,28.44052778,29.07784685,万宁市,22,-8,28.44052778,0.0,29.07784685,0.0
6076,0.011796924,2.380808795,28.40854728,29.07455555,万宁市,21,-9,28.40854728,0.0,29.07455555,0.0
6077,0.014020662,2.018782222,28.39311574,29.07318861,万宁市,20,-10,28.39311574,0.0,29.07318861,0.0
6078,0.012124407,1.532657406,28.33654881,29.04585609,万宁市,19,-11,28.33654881,0.0,29.04585609,0.0
6079,0.040849673,1.043773639,28.3115036,29.03496399,万宁市,18,-12,28.3115036,0.0,29.03496399,0.0
6080,0.050073793,0.478807353,28.22639727,28.96925528,万宁市,17,-13,28.22639727,0.0,28.96925528,0.0
6081,0.055370986,0.192796712,28.11485494,28.88297119,万宁市,16,-14,28.11485494,0.0,28.88297119,0.0
6082,0.024835223,0.0,28.20434774,28.89492798,万宁市,15,-15,28.20434774,0.0,28.89492798,0.0
6083,0.0,0.0,27.8467392,28.68641357,万宁市,14,-16,27.8467392,0.0,28.68641357,0.0
6084,0.0,0.0,27.60271759,28.53587036,万宁市,13,-17,27.60271759,0.0,28.53587036,0.0
6085,0.0,0.0,27.30833333,28.1757253,万宁市,12,-18,27.30833333,0.0,28.1757253,0.0
6086,0.0,0.0,27.30833333,28.1757253,万宁市,11,-19,27.30833333,0.0,28.1757253,0.0
6087,0.0,0.0,27.30833333,28.1757253,万宁市,10,-20,27.30833333,0.0,28.1757253,0.0
6088,0.0,0.0,27.32228241,28.07989197,万宁市,9,-21,27.32228241,0.0,28.07989197,0.0
6089,0.0,0.0,27.925,28.70434875,万宁市,8,-22,27.925,0.0,28.70434875,0.0
5933,0.0,0.0,27.07534568,27.09639338,三亚市,60,30,27.221381658626782,-0.14603597862678086,27.867447011921982,-0.7710536319219834
5934,0.0,0.0,27.12237295,27.12495486,三亚市,59,29,27.221381658626782,-0.09900870862678346,27.867447011921982,-0.7424921519219829
5935,0.0,0.0,27.10326086,27.10878259,三亚市,58,28,27.221381658626782,-0.1181207986267836,27.867447011921982,-0.7586644219219814
5936,0.0,0.0,27.03451093,27.05964673,三亚市,57,27,27.221381658626782,-0.18687072862678278,27.867447011921982,-0.8078002819219812
5937,0.0,0.0,26.92178092,26.98599501,三亚市,56,26,27.221381658626782,-0.2996007386267827,27.867447011921982,-0.881452001921982
5938,0.0,0.0,26.74452,26.85448367,三亚市,55,25,27.221381658626782,-0.4768616586267811,27.867447011921982,-1.0129633419219815
5939,0.0,0.0,26.61516807,26.76902175,三亚市,54,24,27.221381658626782,-0.6062135886267832,27.867447011921982,-1.0984252619219816
5940,0.0,0.0,26.48197473,26.67056166,三亚市,53,23,27.221381658626782,-0.7394069286267815,27.867447011921982,-1.1968853519219813
5941,0.0,0.0,26.47160883,26.66991302,三亚市,52,22,27.221381658626782,-0.7497728286267815,27.867447011921982,-1.1975339919219827
5942,0.0,0.0,26.58134073,26.73446547,三亚市,51,21,27.221381658626782,-0.6400409286267816,27.867447011921982,-1.132981541921982
5943,0.0,0.038048716,26.76734965,26.8608693,三亚市,50,20,27.221381658626782,-0.4540320086267826,27.87026078781618,-1.0093914878161776
5944,0.0,0.151283162,26.91372286,26.97350515,三亚市,49,19,27.221381658626782,-0.30765879862678247,27.878634693378388,-0.9051295433783864
5945,0.0,0.151471325,27.14437627,27.15170116,三亚市,48,18,27.221381658626782,-0.07700538862678385,27.878648608394958,-0.7269474483949594
5946,0.0,0.151471325,27.19673926,27.2103042,三亚市,47,17,27.221381658626782,-0.024642398626781414,27.878648608394958,-0.6683444083949581
5947,0.0,0.151659957,27.23482806,27.24202894,三亚市,46,16,27.221381658626782,0.013446401373219175,27.87866255809498,-0.6366336180949794
5948,0.05710056,0.09748021,27.22051633,27.29696554,三亚市,45,15,27.236663364917227,-0.016147034917228353,27.874655861362765,-0.5776903213627662
5949,0.082466057,0.161628695,27.24265222,27.39986951,三亚市,44,14,27.24345188109054,-0.0007996610905394164,27.87939976548668,-0.47953025548668293
5950,0.070307131,0.221792085,27.27119573,27.53609594,三亚市,43,13,27.24019781255007,0.030997917449930412,27.883848964153337,-0.347753024153338
5951,0.003066025,0.976984001,27.37391302,27.71516793,三亚市,42,12,27.222202212637622,0.1517108073623774,27.93969686211479,-0.22452893211479008
5952,0.048160288,2.140360029,27.55334437,27.97884615,三亚市,41,11,27.234270698175244,0.3190736718247571,28.025730762009637,-0.046884612009638005
5953,0.069589128,3.038576123,27.72878086,28.2563799,三亚市,40,10,27.240005654873126,0.4887752051268741,28.092155573639964,0.16422432636003492
5954,0.134830867,4.035211694,27.87214686,28.45738207,三亚市,39,9,27.257466168277475,0.6146806917225263,28.165858695316334,0.29152337468366696
5955,0.412075711,5.500733915,27.98935687,28.65040728,三亚市,38,8,27.33166463982571,0.6576922301742911,28.274236888626664,0.37617039137333563
5956,1.04489688,8.064896868,28.0724953,28.72774061,三亚市,37,7,27.501025277252626,0.5714700227473735,28.46386168190329,0.26387892809671243
5957,1.674448083,10.74475522,28.19431818,28.79975267,三亚市,36,6,27.66951078035526,0.5248073996447395,28.66204237296042,0.13771029703957893
5958,2.853358012,12.7558672,28.23841975,28.7884194,三亚市,35,5,27.9850200376702,0.25339971232979863,28.810767980674807,-0.022348580674808716
5959,3.983864995,14.95233582,28.25581294,28.73459327,三亚市,34,4,28.287575313371573,-0.03176237337157417,28.973201069226683,-0.2386077992266813
5960,4.469096672,15.7590248,28.26105851,28.71899786,三亚市,33,3,28.41743687638836,-0.15637836638835978,29.03285727434113,-0.3138594143411275
5961,4.683008091,15.30780897,28.20921326,28.64679071,三亚市,32,2,28.474685552711854,-0.2654722927118556,28.99948899390997,-0.3526982839099695
5962,4.565987834,14.39671799,28.13625015,28.60668472,三亚市,31,1,28.443367660251496,-0.3071175102514978,28.932112059641202,-0.32542733964120174
5963,3.799640421,12.30051613,28.04011405,28.54751558,三亚市,30,0,28.04011405,0.0,28.54751558,0.0
5964,3.343101989,11.13369258,27.97643294,28.55415025,三亚市,29,-1,27.97643294,0.0,28.55415025,0.0
5965,2.681700418,9.370995508,27.94599561,28.54422222,三亚市,28,-2,27.94599561,0.0,28.54422222,0.0
5966,2.098777842,7.630627038,27.89440247,28.54391327,三亚市,27,-3,27.89440247,0.0,28.54391327,0.0
5967,1.287595874,5.107481738,27.90069885,28.56195657,三亚市,26,-4,27.90069885,0.0,28.56195657,0.0
5968,0.778858865,2.835563091,27.87548286,28.57572462,三亚市,25,-5,27.87548286,0.0,28.57572462,0.0
5969,0.39131125,1.027757377,27.81043457,28.53673889,三亚市,24,-6,27.81043457,0.0,28.53673889,0.0
5970,0.0,0.0,27.53587036,28.44130554,三亚市,23,-7,27.53587036,0.0,28.44130554,0.0
5971,0.0,0.0,26.87065125,27.28043518,三亚市,21,-9,26.87065125,0.0,27.28043518,0.0
5972,0.0,0.0,26.94945679,27.525,三亚市,20,-10,26.94945679,0.0,27.525,0.0
5973,0.0,0.0,26.94945679,27.525,三亚市,19,-11,26.94945679,0.0,27.525,0.0
5974,0.0,0.0,26.94945679,27.525,三亚市,18,-12,26.94945679,0.0,27.525,0.0
5975,0.0,0.0,27.02826233,27.76956482,三亚市,17,-13,27.02826233,0.0,27.76956482,0.0
1586,0.0,0.0,26.90402583,28.20487117,三明市,60,30,24.742777615957127,2.161248214042871,25.791373797879267,2.413497372120734
1587,0.0,0.0,26.92995176,28.24388089,三明市,59,29,24.742777615957127,2.1871741440428742,25.791373797879267,2.452507092120733
1588,0.0,0.0,26.92834802,28.2363479,三明市,58,28,24.742777615957127,2.185570404042874,25.791373797879267,2.4449741021207316
1589,0.0,0.0,26.93306873,28.25217403,三明市,57,27,24.742777615957127,2.1902911140428714,25.791373797879267,2.4608002321207323
1590,0.0,0.0,26.94415754,28.26014481,三明市,56,26,24.742777615957127,2.2013799240428717,25.791373797879267,2.468771012120733
1591,0.000748018,0.0,26.88573877,28.19469568,三明市,55,25,24.743195923476115,2.1425428465238845,25.791373797879267,2.403321882120732
1592,0.019551122,0.042016786,26.87431539,28.16187609,三明市,54,24,24.753711017743225,2.120604372256775,25.80352632122364,2.3583497687763604
1593,0.059859331,0.1739528,26.85086034,28.12522647,三明市,53,23,24.77625222250247,2.0746081174975295,25.841686200708438,2.2835402692915636
1594,0.059898173,0.192551167,26.83301595,28.07812513,三明市,52,22,24.776273943772086,2.056742006227914,25.84706541008287,2.2310597199171305
1595,0.059832469,0.230457876,26.76960672,28.00752517,三明市,51,21,24.776237200702763,1.9933695192972358,25.858029175041732,2.1494959949582686
1596,0.059916117,0.22991753,26.69900347,27.93288027,三明市,50,20,24.77628397843719,1.9227194915628125,25.85787289066103,2.0750073793389667
1597,0.05917012,0.228844402,26.46622074,27.70275914,三明市,49,19,24.775866801104232,1.6903539388957682,25.85756250963685,1.8451966303631515
1598,0.016117764,0.258981989,26.33349451,27.58128007,三明市,48,18,24.751791011183524,1.581703498816477,25.866279209899467,1.715000860100531
1599,0.0,0.169962401,26.11569592,27.38747827,三明市,47,17,24.742777615957127,1.372918304042873,25.84053205681459,1.5469462131854073
1600,0.0,0.170161888,25.87265907,27.18219065,三明市,46,16,24.742777615957127,1.1298814540428737,25.84058975447915,1.3416008955208483
1601,0.0,0.208802402,25.53436467,26.91822768,三明市,45,15,24.742777615957127,0.7915870540428713,25.851765758003637,1.066461921996364
1602,0.0,0.196629662,25.2033479,26.63582642,三明市,44,14,24.742777615957127,0.46057028404287337,25.848245034000257,0.7875813859997436
1603,0.0,0.206132141,25.05367889,26.51768435,三明市,43,13,24.742777615957127,0.31090127404287315,25.850993437885244,0.6666909121147562
1604,0.0,0.181108623,25.06759259,26.52918701,三明市,42,12,24.742777615957127,0.32481497404287296,25.84375588081333,0.6854311291866715
1605,0.0,0.0,25.2782608,26.7023754,三明市,41,11,24.742777615957127,0.5354831840428744,25.791373797879267,0.9110016021207343
1606,0.171516997,0.479658742,25.49289293,26.85510043,三明市,40,10,24.83869355578636,0.6541993742136398,25.93010559091759,0.9249948390824088
1607,0.280181891,0.990179259,25.91886951,27.20795654,三明市,39,9,24.899461267539465,1.0194082424605355,26.07776354125734,1.130192998742661
1608,0.391864881,1.598496045,26.34624081,27.54076068,三明市,38,8,24.961916762540866,1.3843240474591347,26.253707125867525,1.287053554132477
1609,0.527340824,2.329048668,26.67683927,27.82709022,三明市,37,7,25.03767778112433,1.6391614888756685,26.46500500584579,1.3620852141542095
1610,0.78520036,3.00451265,26.76831705,27.93393713,三明市,36,6,25.181878298693853,1.5864387513061473,26.660369587266608,1.2735675427333923
1611,1.185416563,4.333057041,26.83232682,28.04734282,三明市,35,5,25.405687681536723,1.4266391384632762,27.04462474485204,1.0027180751479605
1612,1.698786153,5.946225874,26.85643804,28.0918058,三明市,34,4,25.69277483654678,1.163663203453222,27.511201886222338,0.5806039137776615
1613,2.712165876,8.027397231,26.93677533,28.24474627,三明市,33,3,26.25947825507406,0.6772970749259386,28.113139490388036,0.131606779611964
1614,3.494952019,9.156977998,26.96678259,28.32939124,三明市,32,2,26.697228856497816,0.26955373350218537,28.43984835956052,-0.11045711956052173
1615,3.902559744,10.12964168,27.02119551,28.41191465,三明市,31,1,26.92517173509795,0.09602377490204717,28.72117206913052,-0.30925741913052107
1616,4.379829077,10.58436012,27.03252812,28.43417867,三明市,30,0,27.03252812,0.0,28.43417867,0.0
1617,4.919252486,10.72913873,27.01288232,28.41807567,三明市,29,-1,27.01288232,0.0,28.41807567,0.0
1618,4.900885133,10.38222066,26.96187286,28.37010874,三明市,28,-2,26.96187286,0.0,28.37010874,0.0
1619,4.188418842,9.278346085,26.88517395,28.30539124,三明市,27,-3,26.88517395,0.0,28.30539124,0.0
1620,3.518105989,8.731128601,26.89297667,28.24423077,三明市,26,-4,26.89297667,0.0,28.24423077,0.0
1621,2.879601841,7.192689549,26.7763479,28.08469568,三明市,25,-5,26.7763479,0.0,28.08469568,0.0
1622,2.145072536,5.477151118,26.84773914,28.13447827,三明市,24,-6,26.84773914,0.0,28.13447827,0.0
1623,1.179023147,3.681198077,26.73212552,27.96465375,三明市,23,-7,26.73212552,0.0,27.96465375,0.0
1624,0.50370111,2.211350095,26.67734105,27.87642141,三明市,22,-8,26.67734105,0.0,27.87642141,0.0
1625,0.143071536,1.182251523,26.46915754,27.65516294,三明市,21,-9,26.46915754,0.0,27.65516294,0.0
1626,0.008703046,0.186486155,26.25543483,27.4561872,三明市,20,-10,26.25543483,0.0,27.4561872,0.0
1627,0.003202242,0.115723516,26.03652191,27.25665198,三明市,19,-11,26.03652191,0.0,27.25665198,0.0
1628,0.0,0.060288905,25.68513055,26.86582581,三明市,18,-12,25.68513055,0.0,26.86582581,0.0
1629,0.0,0.015740984,25.4411837,26.62330887,三明市,17,-13,25.4411837,0.0,26.62330887,0.0
1630,0.0,0.029419429,25.40078253,26.56878235,三明市,16,-14,25.40078253,0.0,26.56878235,0.0
1631,0.0,0.169983932,25.7098732,26.88374087,三明市,15,-15,25.7098732,0.0,26.88374087,0.0
1632,0.0,0.171598982,25.79556867,26.95727433,三明市,14,-16,25.79556867,0.0,26.95727433,0.0
1633,0.0,0.194910136,25.98377938,27.16576116,三明市,13,-17,25.98377938,0.0,27.16576116,0.0
1634,0.0,0.212522571,26.04698079,27.23083767,三明市,12,-18,26.04698079,0.0,27.23083767,0.0
1635,0.0,0.199166615,25.97685196,27.16505658,三明市,11,-19,25.97685196,0.0,27.16505658,0.0
1636,0.0,0.1140398,25.53721759,26.69895667,三明市,10,-20,25.53721759,0.0,26.69895667,0.0
1637,0.0,0.074180113,24.90375926,26.0342392,三明市,9,-21,24.90375926,0.0,26.0342392,0.0
1638,0.0,0.073917684,24.10560209,25.22500006,三明市,8,-22,24.10560209,0.0,25.22500006,0.0
1639,0.0,0.016328092,23.59845323,24.69569391,三明市,7,-23,23.59845323,0.0,24.69569391,0.0
1640,0.0,0.0,22.92648954,24.00954087,三明市,6,-24,22.92648954,0.0,24.00954087,0.0
1641,0.0,0.0,22.45479058,23.52153767,三明市,5,-25,22.45479058,0.0,23.52153767,0.0
1642,0.0,0.017708282,22.20606887,23.27581501,三明市,4,-26,22.20606887,0.0,23.27581501,0.0
1643,0.0,0.017645635,22.0717392,23.13102334,三明市,3,-27,22.0717392,0.0,23.13102334,0.0
1644,0.0,0.046947058,22.07830282,23.1543058,三明市,2,-28,22.07830282,0.0,23.1543058,0.0
1645,0.0,0.069255757,21.86881285,22.93779256,三明市,1,-29,21.86881285,0.0,22.93779256,0.0
1646,0.0,0.070945418,21.40852861,22.43131262,三明市,0,-30,21.40852861,0.0,22.43131262,0.0
7457,0.004125413,1.848219335,24.7914856,24.29431163,三门峡市,60,30,24.192314764163054,0.5991708358369472,23.77547111150836,0.5188405184916398
7458,0.001147052,1.638859084,24.8429348,24.33858697,三门峡市,59,29,24.19113194449961,0.6518028555003887,23.744064845113165,0.5945221248868364
7459,0.0,1.469725573,24.89805908,24.38784943,三门峡市,58,28,24.19067640681946,0.7073826731805397,23.718693017951853,0.6691564120481459
