OID_,FID,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM,MEDIAN,PCT90
1,0,2.000000000000000,0.000200000000000,264.532623291015625,265.010864257812500,0.478240966796875,264.771743774414062,0.239120483398438,529.543487548828125,264.771743774414062,264.963040161132824
2,1,3.000000000000000,0.000300000000000,264.532623291015625,266.195648193359375,1.663024902343750,265.594207763671875,0.752866682161625,796.782623291015625,266.054351806640625,266.167388916015625
3,2,4.000000000000000,0.000400000000000,265.521728515625000,266.336944580078125,0.815216064453125,266.029884338378906,0.309961481261392,1064.119537353515625,266.130432128906250,266.297814941406273
4,3,4.000000000000000,0.000400000000000,266.206512451171875,267.739135742187500,1.532623291015625,266.845108032226562,0.618302732924523,1067.380432128906250,266.717391967773438,267.546746826171841
5,4,3.000000000000000,0.000300000000000,266.717376708984375,267.739135742187500,1.021759033203125,267.184783935546875,0.421637601491113,801.554351806640625,267.097839355468750,267.610876464843784
6,5,2.000000000000000,0.000200000000000,265.760864257812500,266.717376708984375,0.956512451171875,266.239120483398438,0.478256225585938,532.478240966796875,266.239120483398438,266.621725463867165
7,6,2.000000000000000,0.000200000000000,265.423919677734375,266.108703613281250,0.684783935546875,265.766311645507812,0.342391967773438,531.532623291015625,265.766311645507812,266.040225219726551
8,7,4.000000000000000,0.000400000000000,265.228271484375000,265.913055419921875,0.684783935546875,265.578811645507812,0.268278903240661,1062.315246582031250,265.586959838867188,265.864138793945301
9,8,4.000000000000000,0.000400000000000,265.228271484375000,266.413055419921875,1.184783935546875,265.853263854980469,0.430994728832644,1063.413055419921875,265.885864257812500,266.295657348632801
10,9,4.000000000000000,0.000400000000000,266.021728515625000,267.065216064453125,1.043487548828125,266.559783935546875,0.386866126612547,1066.239135742187500,266.576095581054688,266.967391967773438
11,10,4.000000000000000,0.000400000000000,266.739135742187500,267.217376708984375,0.478240966796875,266.991844177246094,0.174817032051812,1067.967376708984375,267.005432128906250,267.171728515624977
12,11,2.000000000000000,0.000200000000000,266.978271484375000,267.217376708984375,0.239105224609375,267.097824096679688,0.119552612304688,534.195648193359375,267.097824096679688,267.193466186523438
13,12,2.000000000000000,0.000200000000000,267.543487548828125,268.456512451171875,0.913024902343750,268.000000000000000,0.456512451171875,536.000000000000000,268.000000000000000,268.365209960937477
14,13,4.000000000000000,0.000400000000000,267.543487548828125,268.184783935546875,0.641296386718750,267.847831726074219,0.253167136107557,1071.391326904296875,267.831527709960938,268.126089477539040
15,14,4.000000000000000,0.000400000000000,267.673919677734375,267.989135742187500,0.315216064453125,267.899459838867188,0.131420378601588,1071.597839355468750,267.967391967773438,267.989135742187500
16,15,4.000000000000000,0.000400000000000,266.836944580078125,267.989135742187500,1.152191162109375,267.513587951660156,0.480627891488095,1070.054351806640625,267.614135742187500,267.976089477539062
17,16,4.000000000000000,0.000400000000000,266.434783935546875,267.282623291015625,0.847839355468750,266.769020080566406,0.332140374746265,1067.076080322265625,266.679336547851562,267.148919677734398
18,17,2.000000000000000,0.000200000000000,266.500000000000000,266.521728515625000,0.021728515625000,266.510864257812500,0.010864257812500,533.021728515625000,266.510864257812500,266.519555664062523
19,18,2.000000000000000,0.000200000000000,267.543487548828125,267.565216064453125,0.021728515625000,267.554351806640625,0.010864257812500,535.108703613281250,267.554351806640625,267.563043212890591
20,19,4.000000000000000,0.000400000000000,266.391296386718750,267.543487548828125,1.152191162109375,266.951087951660156,0.457467322172154,1067.804351806640625,266.934783935546875,267.448922729492210
21,20,4.000000000000000,0.000400000000000,265.434783935546875,266.641296386718750,1.206512451171875,266.078804016113281,0.469615717186773,1064.315216064453125,266.119567871093750,266.566296386718761
22,21,2.000000000000000,0.000200000000000,273.804351806640625,274.228271484375000,0.423919677734375,274.016311645507812,0.211959838867188,548.032623291015625,274.016311645507812,274.185879516601574
23,22,4.000000000000000,0.000400000000000,273.619567871093750,274.619567871093750,1.000000000000000,273.975547790527344,0.382244749430246,1095.902191162109375,273.831527709960938,274.391308593750011
24,23,3.000000000000000,0.000300000000000,273.858703613281250,274.760864257812500,0.902160644531250,274.181162516276061,0.410774768472935,822.543487548828125,273.923919677734375,274.593475341796875
25,24,3.000000000000000,0.000300000000000,273.923919677734375,274.760864257812500,0.836944580078125,274.365946451822936,0.343301129901091,823.097839355468750,274.413055419921875,274.691302490234364
26,25,4.000000000000000,0.000400000000000,274.250000000000000,274.858703613281250,0.608703613281250,274.527175903320312,0.225462238138589,1098.108703613281250,274.500000000000000,274.777175903320312
27,26,4.000000000000000,0.000400000000000,274.206512451171875,275.097839355468750,0.891326904296875,274.687500000000000,0.331341771608417,1098.750000000000000,274.722824096679688,275.026098632812534
28,27,3.000000000000000,0.000300000000000,274.206512451171875,275.260864257812500,1.054351806640625,274.855072021484375,0.463405090519442,824.565216064453125,275.097839355468750,275.228259277343739
29,28,4.000000000000000,0.000400000000000,273.630432128906250,275.260864257812500,1.630432128906250,274.385871887207031,0.687000804743601,1097.543487548828125,274.326095581054688,275.136956787109398
30,29,2.000000000000000,0.000200000000000,273.804351806640625,274.847839355468750,1.043487548828125,274.326095581054688,0.521743774414062,548.652191162109375,274.326095581054688,274.743490600585972
31,30,4.000000000000000,0.000400000000000,273.347839355468750,273.804351806640625,0.456512451171875,273.584243774414062,0.200769274466718,1094.336975097656250,273.592391967773438,273.791305541992188
32,31,3.000000000000000,0.000300000000000,272.967376708984375,273.423919677734375,0.456542968750000,273.221008300781250,0.189802135084782,819.663024902343750,273.271728515625000,273.393481445312489
