wind dominant direction,frequency
1.0,3
2.0,8
3.0,7
4.0,11
5.0,14
6.0,6
7.0,13
8.0,5
9.0,5
10.0,8
11.0,2
13.0,4
14.0,2
15.0,2
16.0,1
